"No.","Time","Source","Destination","Protocol","Length","Info"
"2354","190.130769","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1505085 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2363]"
"2355","190.130784","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1506545 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2363]"
"2356","190.130793","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1508005 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2363]"
"2357","190.130804","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1509465 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2363]"
"2358","190.130816","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1510925 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2363]"
"2359","190.130834","151.101.110.49","192.168.239.135","TCP","774","443  >  41622 [PSH, ACK] Seq=1512385 Ack=744 Win=64240 Len=720 [TCP PDU reassembled in 2363]"
"2360","190.130983","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1513105 Win=65535 Len=0"
"2361","190.133904","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1513105 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2363]"
"2362","190.133931","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1514565 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2363]"
"2363","190.133943","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2364","190.133954","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1517485 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2365","190.133965","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1518945 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2366","190.133981","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1520405 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2367","190.133993","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1521865 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2368","190.134011","151.101.110.49","192.168.239.135","TCP","922","443  >  41622 [PSH, ACK] Seq=1523325 Ack=744 Win=64240 Len=868 [TCP PDU reassembled in 2377]"
"2369","190.134111","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1523325 Win=65535 Len=0"
"2370","190.134275","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1524193 Win=65535 Len=0"
"2371","190.140003","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1524193 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2372","190.140017","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1525653 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2373","190.140024","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1527113 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2374","190.140029","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1528573 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2375","190.140048","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1530033 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2376","190.140061","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1531493 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2377]"
"2377","190.140071","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2378","190.140079","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1534413 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2379","190.140090","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1535873 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2380","190.140106","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1537333 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2381","190.140185","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1538793 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2382","190.140208","151.101.110.49","192.168.239.135","TCP","626","443  >  41622 [PSH, ACK] Seq=1540253 Ack=744 Win=64240 Len=572 [TCP PDU reassembled in 2390]"
"2383","190.140257","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1538793 Win=65535 Len=0"
"2384","190.140389","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1540825 Win=65535 Len=0"
"2385","190.143513","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1540825 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2386","190.143528","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1542285 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2387","190.143535","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1543745 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2388","190.143542","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1545205 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2389","190.143561","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1546665 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2390]"
"2390","190.143572","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2391","190.143586","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1549585 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2392","190.143597","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1551045 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2393","190.143613","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1552505 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2394","190.143630","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1553965 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2395","190.143652","151.101.110.49","192.168.239.135","TCP","700","443  >  41622 [PSH, ACK] Seq=1555425 Ack=744 Win=64240 Len=646 [TCP PDU reassembled in 2404]"
"2396","190.143728","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1555425 Win=65535 Len=0"
"2397","190.143880","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1556071 Win=65535 Len=0"
"2398","190.150539","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1556071 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2399","190.150547","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1557531 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2400","190.150551","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1558991 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2401","190.150565","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1560451 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2402","190.150571","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1561911 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2403","190.150576","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1563371 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2404]"
"2404","190.150582","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data, Application Data"
"2405","190.150590","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1566291 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2406","190.150597","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1567751 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2407","190.150606","151.101.110.49","192.168.239.135","TCP","774","443  >  41622 [PSH, ACK] Seq=1569211 Ack=744 Win=64240 Len=720 [TCP PDU reassembled in 2420]"
"2408","190.150788","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1569931 Win=65535 Len=0"
"2409","190.155598","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1569931 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2410","190.155623","151.101.110.49","192.168.239.135","TCP","1366","443  >  41622 [PSH, ACK] Seq=1571391 Ack=744 Win=64240 Len=1312 [TCP PDU reassembled in 2420]"
"2411","190.155785","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1572703 Win=65535 Len=0"
"2412","190.233061","185.125.190.98","192.168.239.134","TCP","58","80  >  39878 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"2413","190.233426","192.168.239.134","185.125.190.98","TCP","60","39878  >  80 [RST] Seq=1 Win=0 Len=0"
"2414","190.252918","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1572703 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2415","190.252936","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1574163 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2416","190.252959","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1575623 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2417","190.252969","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1577083 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2418","190.252978","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1578543 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2419","190.252988","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1580003 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2420]"
"2420","190.253001","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2421","190.253047","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1582923 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2422","190.253061","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1584383 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2423","190.253073","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1585843 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2424","190.253087","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1587303 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2425","190.253102","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1588763 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2426","190.253113","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1590223 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2427","190.253127","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1591683 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2428","190.253138","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1593143 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2429","190.253150","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1594603 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2430","190.253164","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1596063 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2431]"
"2431","190.253174","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2432","190.253185","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1598983 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2433","190.253197","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1600443 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2434","190.253214","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1601903 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2435","190.253227","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1603363 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2436","190.253242","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1604823 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2437","190.253255","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1606283 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2438","190.253246","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1581463 Win=65535 Len=0"
"2439","190.253266","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1607743 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2440","190.253278","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1609203 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2441","190.253293","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1610663 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2442","190.253305","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1612123 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2443","190.253321","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1613583 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2444]"
"2444","190.253333","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2445","190.253361","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1616503 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2446","190.253374","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1617963 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2447","190.253388","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1619423 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2448","190.253400","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1620883 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2449","190.253413","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1622343 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2450","190.253425","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1623803 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2451","190.253439","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1625263 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2452","190.253450","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1626723 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2453","190.253455","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1622343 Win=65535 Len=0"
"2454","190.253460","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1628183 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2455","190.253472","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1629643 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2456]"
"2456","190.253486","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data, Application Data"
"2457","190.253498","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1632563 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2458","190.253508","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1634023 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2459","190.253522","151.101.110.49","192.168.239.135","TCP","1513","443  >  41622 [PSH, ACK] Seq=1635483 Ack=744 Win=64240 Len=1459 [TCP PDU reassembled in 2469]"
"2460","190.253637","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1636942 Win=65535 Len=0"
"2461","190.253709","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1636942 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2462","190.253724","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1638402 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2463","190.253746","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1639862 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2464","190.253755","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1641322 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2465","190.253770","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1642782 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2466","190.253781","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1644242 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2467","190.253780","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1639862 Win=65535 Len=0"
"2468","190.253790","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1645702 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2469]"
"2469","190.253801","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2470","190.253813","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1648622 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2471","190.253822","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1650082 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2472","190.253832","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1651542 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2473","190.253846","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1653002 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2474","190.253858","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1654462 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2475","190.253867","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1655922 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2476","190.253876","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1657382 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2477","190.253886","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1658842 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2478","190.253900","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1660302 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2479","190.253911","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1661762 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2480]"
"2480","190.253941","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2481","190.253953","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1664682 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2482","190.253966","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1666142 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2483","190.253978","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1667602 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2484","190.253992","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1669062 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2485","190.254003","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1670522 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2486","190.254009","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1666142 Win=65535 Len=0"
"2487","190.254013","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1671982 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2488","190.254024","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1673442 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2489","190.254034","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1674902 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2490","190.254048","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1676362 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2491","190.254059","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1677822 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2492]"
"2492","190.254069","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2493","190.254082","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1680742 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2494","190.254094","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1682202 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2495","190.254103","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1683662 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2496","190.254118","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [PSH, ACK] Seq=1685122 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2497","190.254170","192.168.239.135","151.101.110.49","TCP","60","41622  >  443 [ACK] Seq=744 Ack=1686582 Win=65535 Len=0"
"2498","190.254464","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1686582 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2499","190.254640","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1688042 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2500","190.254655","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1689502 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2501","190.254662","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1690962 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2502","190.254668","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1692422 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2503","190.254675","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1693882 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2504","190.254681","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1695342 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2505]"
"2505","190.254691","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data, Application Data"
"2506","190.254700","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1698262 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2507","190.254711","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1699722 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2508","190.254725","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1701182 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2509","190.254735","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1702642 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2510","190.254747","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1704102 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2511","190.254756","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1705562 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2512","190.254763","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1707022 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2513","190.254775","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1708482 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2514","190.254784","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1709942 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2515","190.254808","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1711402 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2516]"
"2516","190.254820","151.101.110.49","192.168.239.135","TLSv1.2","1514","Application Data"
"2517","190.254835","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1714322 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2527]"
"2518","190.254851","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1715782 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2527]"
"2519","190.254867","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1717242 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2527]"
"2520","190.254888","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1718702 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2527]"
"2521","190.254899","151.101.110.49","192.168.239.135","TCP","1514","443  >  41622 [ACK] Seq=1720162 Ack=744 Win=64240 Len=1460 [TCP PDU reassembled in 2527]"
