"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.239.131","192.168.239.2","DNS","90","Standard query 0xd4e6 A main.vscode-cdn.net OPT"
"2","0.000156","192.168.239.130","192.168.239.2","DNS","90","Standard query 0xa46b A main.vscode-cdn.net OPT"
"3","0.000329","192.168.239.133","192.168.239.2","DNS","90","Standard query 0xdfed A main.vscode-cdn.net OPT"
"4","0.000459","192.168.239.132","192.168.239.2","DNS","90","Standard query 0xf186 A main.vscode-cdn.net OPT"
"5","0.000671","192.168.239.131","192.168.239.2","DNS","90","Standard query 0x9283 HTTPS main.vscode-cdn.net OPT"
"6","0.001046","192.168.239.130","192.168.239.2","DNS","90","Standard query 0x99f3 HTTPS main.vscode-cdn.net OPT"
"7","0.001186","192.168.239.133","192.168.239.2","DNS","90","Standard query 0x534a HTTPS main.vscode-cdn.net OPT"
"8","0.001290","192.168.239.132","192.168.239.2","DNS","90","Standard query 0x34a8 HTTPS main.vscode-cdn.net OPT"
"9","0.002573","192.168.239.2","192.168.239.131","DNS","369","Standard query response 0xd4e6 A main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME mr-z01.tm-azurefd.net CNAME shed.dual-low.part-0046.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.part-0021.t-0009.fb-t-msedge.net CNAME part-0021.t-0009.fb-t-msedge.net A 13.107.253.49 A 13.107.226.49 OPT"
"10","0.002590","192.168.239.2","192.168.239.130","DNS","369","Standard query response 0xa46b A main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME mr-z01.tm-azurefd.net CNAME shed.dual-low.part-0046.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.part-0021.t-0009.fb-t-msedge.net CNAME part-0021.t-0009.fb-t-msedge.net A 13.107.253.49 A 13.107.226.49 OPT"
"11","0.002597","192.168.239.2","192.168.239.133","DNS","369","Standard query response 0xdfed A main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME mr-z01.tm-azurefd.net CNAME shed.dual-low.part-0046.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.part-0021.t-0009.fb-t-msedge.net CNAME part-0021.t-0009.fb-t-msedge.net A 13.107.226.49 A 13.107.253.49 OPT"
"12","0.002603","192.168.239.2","192.168.239.132","DNS","369","Standard query response 0xf186 A main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME mr-z01.tm-azurefd.net CNAME shed.dual-low.part-0046.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.part-0021.t-0009.fb-t-msedge.net CNAME part-0021.t-0009.fb-t-msedge.net A 13.107.253.49 A 13.107.226.49 OPT"
"13","0.003610","192.168.239.2","192.168.239.131","DNS","412","Standard query response 0x9283 HTTPS main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME mr-z01.tm-azurefd.net CNAME shed.dual-low.part-0046.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.part-0021.t-0009.fb-t-msedge.net CNAME part-0021.t-0009.fb-t-msedge.net SOA ns1.fb-t-msedge.NET OPT"
"14","0.003640","192.168.239.2","192.168.239.133","DNS","412","Standard query response 0x534a HTTPS main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME mr-z01.tm-azurefd.net CNAME shed.dual-low.part-0046.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.part-0021.t-0009.fb-t-msedge.net CNAME part-0021.t-0009.fb-t-msedge.net SOA ns1.fb-t-msedge.NET OPT"
"15","0.003656","192.168.239.2","192.168.239.130","DNS","412","Standard query response 0x99f3 HTTPS main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME mr-z01.tm-azurefd.net CNAME shed.dual-low.part-0046.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.part-0021.t-0009.fb-t-msedge.net CNAME part-0021.t-0009.fb-t-msedge.net SOA ns1.fb-t-msedge.NET OPT"
"16","0.004469","192.168.239.131","192.168.239.2","DNS","103","Standard query 0x39cc HTTPS part-0021.t-0009.fb-t-msedge.net OPT"
"17","0.004617","192.168.239.130","192.168.239.2","DNS","103","Standard query 0x08dd HTTPS part-0021.t-0009.fb-t-msedge.net OPT"
"18","0.004719","192.168.239.133","192.168.239.2","DNS","103","Standard query 0xd1ee HTTPS part-0021.t-0009.fb-t-msedge.net OPT"
"19","0.004847","192.168.239.132","192.168.239.2","DNS","103","Standard query 0xbf1a HTTPS part-0021.t-0009.fb-t-msedge.net OPT"
"20","0.005953","192.168.239.2","192.168.239.132","DNS","412","Standard query response 0x34a8 HTTPS main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME mr-z01.tm-azurefd.net CNAME shed.dual-low.part-0046.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.part-0021.t-0009.fb-t-msedge.net CNAME part-0021.t-0009.fb-t-msedge.net SOA ns1.fb-t-msedge.NET OPT"
"21","0.007418","192.168.239.2","192.168.239.131","DNS","178","Standard query response 0x39cc HTTPS part-0021.t-0009.fb-t-msedge.net SOA ns1.fb-t-msedge.NET OPT"
"22","0.007441","192.168.239.2","192.168.239.130","DNS","178","Standard query response 0x08dd HTTPS part-0021.t-0009.fb-t-msedge.net SOA ns1.fb-t-msedge.NET OPT"
"23","0.007451","192.168.239.2","192.168.239.133","DNS","178","Standard query response 0xd1ee HTTPS part-0021.t-0009.fb-t-msedge.net SOA ns1.fb-t-msedge.NET OPT"
"24","0.007461","192.168.239.2","192.168.239.132","DNS","178","Standard query response 0xbf1a HTTPS part-0021.t-0009.fb-t-msedge.net SOA ns1.fb-t-msedge.NET OPT"
"25","0.008164","192.168.239.132","13.107.253.49","TCP","74","48182  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2200942723 TSecr=0 WS=128"
"26","0.075849","13.107.253.49","192.168.239.132","TCP","58","443  >  48182 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"27","0.076034","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"28","0.076491","192.168.239.132","13.107.253.49","TCP","1514","48182  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=1460 [TCP PDU reassembled in 29]"
"29","0.076507","192.168.239.132","13.107.253.49","TLSv1.3","722","Client Hello (SNI=main.vscode-cdn.net)"
"30","0.076623","13.107.253.49","192.168.239.132","TCP","54","443  >  48182 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"31","0.076648","13.107.253.49","192.168.239.132","TCP","54","443  >  48182 [ACK] Seq=1 Ack=2129 Win=64240 Len=0"
"32","0.212610","13.107.253.49","192.168.239.132","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"33","0.212846","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=2129 Ack=100 Win=64141 Len=0"
"34","0.213174","192.168.239.132","13.107.253.49","TLSv1.3","996","Change Cipher Spec, Client Hello (SNI=main.vscode-cdn.net)"
"35","0.213297","13.107.253.49","192.168.239.132","TCP","54","443  >  48182 [ACK] Seq=100 Ack=3071 Win=64240 Len=0"
"36","0.281269","13.107.253.49","192.168.239.132","TLSv1.3","335","Server Hello, Application Data, Application Data"
"37","0.282038","192.168.239.132","13.107.253.49","TLSv1.3","128","Application Data"
"38","0.282219","13.107.253.49","192.168.239.132","TCP","54","443  >  48182 [ACK] Seq=381 Ack=3145 Win=64240 Len=0"
"39","0.282427","192.168.239.132","13.107.253.49","TLSv1.3","146","Application Data"
"40","0.282526","13.107.253.49","192.168.239.132","TCP","54","443  >  48182 [ACK] Seq=381 Ack=3237 Win=64240 Len=0"
"41","0.282770","192.168.239.132","13.107.253.49","TLSv1.3","319","Application Data"
"42","0.282861","13.107.253.49","192.168.239.132","TCP","54","443  >  48182 [ACK] Seq=381 Ack=3502 Win=64240 Len=0"
"43","0.350392","13.107.253.49","192.168.239.132","TLSv1.3","116","Application Data"
"44","0.350957","192.168.239.132","13.107.253.49","TLSv1.3","85","Application Data"
"45","0.351036","13.107.253.49","192.168.239.132","TCP","54","443  >  48182 [ACK] Seq=443 Ack=3533 Win=64240 Len=0"
"46","0.418464","13.107.253.49","192.168.239.132","TLSv1.3","85","Application Data"
"47","0.419583","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=474 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 63]"
"48","0.419608","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=1934 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 63]"
"49","0.419617","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=3394 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 63]"
"50","0.419625","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=4854 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 63]"
"51","0.419633","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=6314 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 63]"
"52","0.419656","13.107.253.49","192.168.239.132","TCP","1070","443  >  48182 [PSH, ACK] Seq=7774 Ack=3533 Win=64240 Len=1016 [TCP PDU reassembled in 63]"
"53","0.419733","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=1934 Win=65535 Len=0"
"54","0.419787","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=4854 Win=65535 Len=0"
"55","0.419808","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=7774 Win=65535 Len=0"
"56","0.424873","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=8790 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 63]"
"57","0.424903","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=10250 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 63]"
"58","0.425080","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=10250 Win=65535 Len=0"
"59","0.429131","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=11562 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 63]"
"60","0.429153","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=13022 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 63]"
"61","0.429248","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=13022 Win=65535 Len=0"
"62","0.434842","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=14334 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 63]"
"63","0.434876","13.107.253.49","192.168.239.132","TLSv1.3","1366","Application Data"
"64","0.435086","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=15794 Win=65535 Len=0"
"65","0.452212","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"66","0.475881","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=17106 Win=65535 Len=0"
"67","0.486995","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=17106 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 88]"
"68","0.487027","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=18566 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 88]"
"69","0.487171","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=18566 Win=65535 Len=0"
"70","0.487220","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=19878 Win=65535 Len=0"
"71","0.489318","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=19878 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 88]"
"72","0.489334","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=21338 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 88]"
"73","0.489417","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=21338 Win=65535 Len=0"
"74","0.489447","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=22650 Win=65535 Len=0"
"75","0.493853","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=22650 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 88]"
"76","0.493872","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=24110 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 88]"
"77","0.494340","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=24110 Win=65535 Len=0"
"78","0.494373","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=25422 Win=65535 Len=0"
"79","0.498285","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=25422 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 88]"
"80","0.498350","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=26882 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 88]"
"81","0.498388","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=26882 Win=65535 Len=0"
"82","0.498654","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=28194 Win=65535 Len=0"
"83","0.504217","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=28194 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 88]"
"84","0.504245","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=29654 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 88]"
"85","0.504335","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=29654 Win=65535 Len=0"
"86","0.504364","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=30966 Win=65535 Len=0"
"87","0.507700","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=30966 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 88]"
"88","0.507712","13.107.253.49","192.168.239.132","TLSv1.3","1366","Application Data, Application Data"
"89","0.507857","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=33738 Win=65535 Len=0"
"90","0.513572","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=33738 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 108]"
"91","0.513591","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=35198 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 108]"
"92","0.513695","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=36510 Win=65535 Len=0"
"93","0.518441","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=36510 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 108]"
"94","0.518459","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=37970 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 108]"
"95","0.518578","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=39282 Win=65535 Len=0"
"96","0.521533","13.107.253.49","192.168.239.132","TCP","1440","443  >  48182 [PSH, ACK] Seq=39282 Ack=3533 Win=64240 Len=1386 [TCP PDU reassembled in 108]"
"97","0.521719","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=40668 Win=65535 Len=0"
"98","0.522757","13.107.253.49","192.168.239.132","TCP","1440","443  >  48182 [PSH, ACK] Seq=40668 Ack=3533 Win=64240 Len=1386 [TCP PDU reassembled in 108]"
"99","0.526305","13.107.253.49","192.168.239.132","TCP","1440","443  >  48182 [PSH, ACK] Seq=42054 Ack=3533 Win=64240 Len=1386 [TCP PDU reassembled in 108]"
"100","0.526458","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=43440 Win=65535 Len=0"
"101","0.527260","13.107.253.49","192.168.239.132","TCP","1440","443  >  48182 [PSH, ACK] Seq=43440 Ack=3533 Win=64240 Len=1386 [TCP PDU reassembled in 108]"
"102","0.527446","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=44826 Win=65535 Len=0"
"103","0.530854","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=44826 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 108]"
"104","0.530878","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=46286 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 108]"
"105","0.531093","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=47598 Win=65535 Len=0"
"106","0.535383","13.107.253.49","192.168.239.132","TCP","1440","443  >  48182 [PSH, ACK] Seq=47598 Ack=3533 Win=64240 Len=1386 [TCP PDU reassembled in 108]"
"107","0.535839","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=48984 Win=65535 Len=0"
"108","0.536941","13.107.253.49","192.168.239.132","TLSv1.3","1514","Application Data"
"109","0.536958","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=50444 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 123]"
"110","0.537161","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=51756 Win=65535 Len=0"
"111","0.555080","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=51756 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 123]"
"112","0.555106","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=53216 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 123]"
"113","0.555363","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=54528 Win=65535 Len=0"
"114","0.556076","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=54528 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 123]"
"115","0.556089","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=55988 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 123]"
"116","0.556245","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=57300 Win=65535 Len=0"
"117","0.559645","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=57300 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 123]"
"118","0.559661","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=58760 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 123]"
"119","0.559852","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=60072 Win=65535 Len=0"
"120","0.563187","13.107.253.49","192.168.239.132","TCP","1514","443  >  48182 [ACK] Seq=60072 Ack=3533 Win=64240 Len=1460 [TCP PDU reassembled in 123]"
"121","0.563202","13.107.253.49","192.168.239.132","TCP","1366","443  >  48182 [PSH, ACK] Seq=61532 Ack=3533 Win=64240 Len=1312 [TCP PDU reassembled in 123]"
"122","0.563524","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=62844 Win=65535 Len=0"
"123","0.567265","13.107.253.49","192.168.239.132","TLSv1.3","1412","Application Data"
"124","0.567516","192.168.239.132","13.107.253.49","TCP","54","48182  >  443 [ACK] Seq=3533 Ack=64202 Win=65535 Len=0"
"125","2.042303","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"126","2.781893","13.107.226.49","192.168.239.134","TLSv1.2","117","Application Data, Application Data"
"127","2.782423","192.168.239.134","13.107.226.49","TCP","54","57716  >  443 [FIN, ACK] Seq=1 Ack=65 Win=65535 Len=0"
"128","2.782553","13.107.226.49","192.168.239.134","TCP","54","443  >  57716 [ACK] Seq=65 Ack=2 Win=64239 Len=0"
"129","2.943138","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"130","3.408520","13.107.246.74","192.168.239.134","TLSv1.2","117","Application Data, Application Data"
"131","3.409545","192.168.239.134","13.107.246.74","TCP","54","47682  >  443 [FIN, ACK] Seq=1 Ack=65 Win=65535 Len=0"
"132","3.409649","13.107.246.74","192.168.239.134","TCP","54","443  >  47682 [ACK] Seq=65 Ack=2 Win=64239 Len=0"
"133","3.938230","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"134","5.058614","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"135","5.121863","VMware_10:01:ff","VMware_e0:b2:4c","ARP","60","Who has 192.168.239.2? Tell 192.168.239.130"
"136","5.121918","VMware_e0:b2:4c","VMware_10:01:ff","ARP","42","192.168.239.2 is at 00:50:56:e0:b2:4c"
"137","5.122068","192.168.239.1","192.168.239.2","NBNS","110","Refresh NB WJP<20>"
"138","5.851090","159.27.255.227","192.168.239.134","TLSv1.2","117","Application Data, Application Data"
"139","5.851815","192.168.239.134","159.27.255.227","TCP","54","60780  >  443 [FIN, ACK] Seq=1 Ack=65 Win=65535 Len=0"
"140","5.852050","159.27.255.227","192.168.239.134","TCP","54","443  >  60780 [ACK] Seq=65 Ack=2 Win=64239 Len=0"
"141","7.216642","192.168.239.134","140.82.113.21","TCP","54","59864  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"142","7.216725","192.168.239.134","140.82.113.22","TCP","54","41368  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"143","7.216728","140.82.113.21","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  59864 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"144","7.216769","140.82.113.22","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  41368 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"145","7.216795","192.168.239.134","150.171.74.16","TCP","54","57330  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"146","7.216865","150.171.74.16","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  57330 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"147","9.939526","VMware_c0:00:08","VMware_e0:b2:4c","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"148","10.952707","VMware_c0:00:08","VMware_e0:b2:4c","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"149","11.092655","192.168.239.1","192.168.239.2","NBNS","110","Refresh NB WJP<00>"
"150","11.118215","159.27.255.227","192.168.239.134","TLSv1.2","117","Application Data, Application Data"
"151","11.118951","192.168.239.134","159.27.255.227","TCP","54","60800  >  443 [FIN, ACK] Seq=1 Ack=65 Win=65535 Len=0"
"152","11.119068","159.27.255.227","192.168.239.134","TCP","54","443  >  60800 [ACK] Seq=65 Ack=2 Win=64239 Len=0"
"153","11.313036","192.168.239.134","150.171.73.16","TCP","54","48432  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"154","11.313076","192.168.239.134","23.220.68.8","TCP","54","34916  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"155","11.313094","150.171.73.16","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  48432 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"156","11.313114","192.168.239.134","23.220.68.8","TCP","54","34900  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"157","11.313117","23.220.68.8","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  34916 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"158","11.313126","23.220.68.8","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  34900 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"159","11.946367","VMware_c0:00:08","VMware_e0:b2:4c","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"160","12.337236","VMware_ed:34:8c","VMware_e0:b2:4c","ARP","42","Who has 192.168.239.2? Tell 192.168.239.134"
"161","12.337436","VMware_e0:b2:4c","VMware_ed:34:8c","ARP","42","192.168.239.2 is at 00:50:56:e0:b2:4c"
"162","12.600499","192.168.239.1","192.168.239.2","NBNS","110","Refresh NB WJP<00>"
"163","14.113004","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"164","14.950912","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"165","15.409471","192.168.239.134","140.82.113.22","TCP","54","54852  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"166","15.409563","140.82.113.22","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  54852 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"167","15.950774","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"168","16.047417","159.27.255.227","192.168.239.134","TLSv1.2","117","Application Data, Application Data"
"169","16.048582","192.168.239.134","159.27.255.227","TCP","54","60792  >  443 [FIN, ACK] Seq=1 Ack=65 Win=65535 Len=0"
"170","16.048819","159.27.255.227","192.168.239.134","TCP","54","443  >  60792 [ACK] Seq=65 Ack=2 Win=64239 Len=0"
"171","19.505883","192.168.239.134","150.171.73.16","TCP","54","48430  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"172","19.505967","150.171.73.16","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  48430 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"173","19.505995","192.168.239.134","23.220.68.8","TCP","54","34902  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"174","19.506051","23.220.68.8","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  34902 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"175","20.151387","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"176","20.948614","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"177","21.947692","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"178","23.172364","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"179","23.602148","192.168.239.134","52.182.141.63","TCP","54","57030  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"180","23.602239","52.182.141.63","192.168.239.134","TCP","54","[TCP ACKed unseen segment] 443  >  57030 [ACK] Seq=1 Ack=2 Win=64240 Len=0"
"181","23.951764","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
"182","24.946049","VMware_c0:00:08","Broadcast","ARP","42","Who has 192.168.239.2? Tell 192.168.239.1"
