method,latency_ns
psn_fixed,61.75
psn_fixed,60.19
psn_fixed,192.28
psn_fixed,57.06
psn_fixed,68.00
psn_fixed,60.19
psn_fixed,58.62
psn_fixed,58.62
psn_fixed,57.84
psn_fixed,56.28
psn_fixed,56.28
psn_fixed,58.62
psn_fixed,151.63
psn_fixed,59.40
psn_fixed,60.19
psn_fixed,60.19
psn_fixed,59.40
psn_fixed,58.62
psn_fixed,58.62
psn_fixed,58.62
psn_fixed,54.71
psn_fixed,58.62
psn_fixed,58.62
psn_fixed,58.62
psn_fixed,59.40
psn_fixed,54.71
psn_fixed,66.44
psn_fixed,60.19
psn_fixed,81.29
psn_fixed,60.19
psn_fixed,56.28
psn_fixed,59.40
psn_fixed,57.84
psn_fixed,58.62
psn_fixed,59.40
psn_fixed,59.40
psn_fixed,73.47
psn_fixed,57.84
psn_fixed,56.28
psn_fixed,59.40
psn_fixed,59.40
psn_fixed,58.62
psn_fixed,196.97
psn_fixed,56.28
psn_fixed,59.40
psn_fixed,58.62
psn_fixed,57.84
psn_fixed,57.06
psn_fixed,58.62
psn_fixed,57.06
psn_fixed,57.06
psn_fixed,56.28
psn_fixed,57.84
psn_fixed,172.74
psn_fixed,60.19
psn_fixed,54.71
psn_fixed,54.72
psn_fixed,58.62
psn_fixed,58.62
psn_fixed,56.28
psn_fixed,54.71
psn_fixed,59.40
psn_fixed,208.69
psn_fixed,56.28
psn_fixed,57.84
psn_fixed,53.93
psn_fixed,56.28
psn_fixed,53.93
psn_fixed,56.28
psn_fixed,53.93
psn_fixed,57.06
psn_fixed,57.84
psn_fixed,58.62
psn_fixed,56.28
psn_fixed,57.84
psn_fixed,57.84
psn_fixed,56.28
psn_fixed,54.71
psn_fixed,54.71
psn_fixed,57.84
psn_fixed,55.50
psn_fixed,54.71
psn_fixed,161.80
psn_fixed,53.93
psn_fixed,57.84
psn_fixed,58.62
psn_fixed,54.72
psn_fixed,1200.57
psn_fixed,59.40
psn_fixed,55.50
psn_fixed,57.84
psn_fixed,57.84
psn_fixed,57.84
psn_fixed,57.84
psn_fixed,58.62
psn_fixed,66.44
psn_fixed,57.84
psn_fixed,55.50
psn_fixed,55.50
psn_fixed,56.28
psn_fixed,53.93
psn_fixed,54.72
psn_fixed,52.37
psn_fixed,53.15
psn_fixed,56.28
psn_fixed,53.93
psn_fixed,55.50
psn_fixed,54.71
psn_fixed,53.93
psn_fixed,53.93
psn_fixed,55.50
psn_fixed,56.28
psn_fixed,52.37
psn_fixed,54.72
psn_fixed,53.15
psn_fixed,56.28
psn_fixed,200.10
psn_fixed,55.50
psn_fixed,53.93
psn_fixed,57.06
psn_fixed,58.62
psn_fixed,55.50
psn_fixed,54.71
psn_fixed,56.28
psn_fixed,57.84
psn_fixed,57.06
psn_fixed,57.06
psn_fixed,190.72
psn_fixed,55.50
psn_fixed,53.15
psn_fixed,54.72
psn_fixed,54.72
psn_fixed,56.28
psn_fixed,53.93
psn_fixed,56.28
psn_fixed,53.15
psn_fixed,52.37
psn_fixed,54.71
psn_fixed,54.72
psn_fixed,55.49
psn_fixed,53.93
psn_fixed,54.72
psn_fixed,52.37
psn_fixed,53.93
psn_fixed,53.93
psn_fixed,53.93
psn_fixed,53.15
psn_fixed,51.59
psn_fixed,49.24
psn_fixed,165.71
psn_fixed,53.15
psn_fixed,65.66
psn_fixed,54.71
psn_fixed,1085.68
psn_fixed,57.06
psn_fixed,60.97
psn_fixed,54.72
psn_fixed,54.71
psn_fixed,59.40
psn_fixed,55.49
psn_fixed,55.50
psn_fixed,53.93
psn_fixed,53.93
psn_fixed,56.28
psn_fixed,57.06
psn_fixed,53.93
psn_fixed,53.93
psn_fixed,53.15
psn_fixed,52.37
psn_fixed,52.37
psn_fixed,53.93
psn_fixed,52.37
psn_fixed,53.15
psn_fixed,55.50
psn_fixed,53.15
psn_fixed,55.50
psn_fixed,53.15
psn_fixed,53.15
psn_fixed,53.15
psn_fixed,58.62
psn_fixed,54.72
psn_fixed,54.72
psn_fixed,52.37
psn_fixed,50.81
psn_fixed,55.50
psn_fixed,54.72
psn_fixed,55.50
psn_fixed,53.93
psn_fixed,52.37
psn_fixed,175.08
psn_fixed,52.37
psn_fixed,57.06
psn_fixed,52.37
psn_fixed,54.71
psn_fixed,53.15
psn_fixed,52.37
psn_fixed,54.72
psn_fixed,55.50
psn_fixed,54.72
psn_fixed,53.93
psn_fixed,52.37
psn_fixed,53.15
psn_fixed,130.53
psn_fixed,52.37
psn_fixed,54.71
psn_fixed,54.72
psn_fixed,53.93
psn_fixed,53.15
psn_fixed,53.15
psn_fixed,53.93
psn_fixed,51.59
psn_fixed,53.93
psn_fixed,53.93
psn_fixed,139.13
psn_fixed,53.15
psn_fixed,52.37
psn_fixed,50.81
psn_fixed,89.89
psn_fixed,53.15
psn_fixed,52.37
psn_fixed,50.02
psn_fixed,1546.06
psn_fixed,54.71
psn_fixed,55.50
psn_dynamic,66.44
psn_dynamic,66.44
psn_dynamic,62.53
psn_dynamic,60.97
psn_dynamic,61.75
psn_dynamic,59.40
psn_dynamic,62.53
psn_dynamic,58.62
psn_dynamic,58.62
psn_dynamic,64.09
psn_dynamic,56.28
psn_dynamic,60.19
psn_dynamic,56.28
psn_dynamic,58.62
psn_dynamic,54.72
psn_dynamic,58.62
psn_dynamic,57.06
psn_dynamic,105.52
psn_dynamic,53.93
psn_dynamic,57.84
psn_dynamic,57.06
psn_dynamic,56.28
psn_dynamic,59.40
psn_dynamic,53.15
psn_dynamic,55.49
psn_dynamic,56.28
psn_dynamic,53.15
psn_dynamic,57.06
psn_dynamic,54.71
psn_dynamic,55.50
psn_dynamic,51.59
psn_dynamic,51.59
psn_dynamic,52.37
psn_dynamic,53.15
psn_dynamic,55.49
psn_dynamic,53.15
psn_dynamic,51.59
psn_dynamic,53.15
psn_dynamic,50.81
psn_dynamic,51.59
psn_dynamic,52.37
psn_dynamic,49.24
psn_dynamic,52.37
psn_dynamic,50.81
psn_dynamic,50.81
psn_dynamic,50.80
psn_dynamic,52.37
psn_dynamic,54.72
psn_dynamic,50.02
psn_dynamic,48.46
psn_dynamic,52.37
psn_dynamic,50.02
psn_dynamic,50.81
psn_dynamic,50.81
psn_dynamic,50.02
psn_dynamic,51.59
psn_dynamic,52.37
psn_dynamic,50.02
psn_dynamic,54.72
psn_dynamic,50.81
psn_dynamic,50.02
psn_dynamic,50.03
psn_dynamic,53.15
psn_dynamic,50.03
psn_dynamic,50.81
psn_dynamic,50.81
psn_dynamic,54.71
psn_dynamic,51.59
psn_dynamic,53.15
psn_dynamic,51.59
psn_dynamic,50.02
psn_dynamic,50.03
psn_dynamic,50.02
psn_dynamic,49.24
psn_dynamic,50.03
psn_dynamic,51.59
psn_dynamic,49.24
psn_dynamic,49.24
psn_dynamic,48.46
psn_dynamic,50.02
psn_dynamic,46.11
psn_dynamic,44.55
psn_dynamic,46.90
psn_dynamic,43.77
psn_dynamic,45.33
psn_dynamic,47.68
psn_dynamic,48.46
psn_dynamic,48.46
psn_dynamic,46.90
psn_dynamic,44.55
psn_dynamic,43.77
psn_dynamic,47.68
psn_dynamic,46.11
psn_dynamic,60.97
psn_dynamic,49.24
psn_dynamic,46.90
psn_dynamic,44.55
psn_dynamic,44.55
psn_dynamic,45.33
psn_dynamic,42.99
psn_dynamic,46.11
psn_dynamic,45.33
psn_dynamic,46.90
psn_dynamic,45.33
psn_dynamic,44.55
psn_dynamic,46.90
psn_dynamic,48.46
psn_dynamic,46.11
psn_dynamic,47.68
psn_dynamic,43.77
psn_dynamic,47.68
psn_dynamic,47.68
psn_dynamic,46.11
psn_dynamic,43.77
psn_dynamic,43.77
psn_dynamic,46.90
psn_dynamic,46.90
psn_dynamic,43.77
psn_dynamic,46.90
psn_dynamic,46.12
psn_dynamic,45.33
psn_dynamic,44.55
psn_dynamic,44.55
psn_dynamic,43.77
psn_dynamic,45.33
psn_dynamic,42.99
psn_dynamic,44.55
psn_dynamic,44.55
psn_dynamic,47.68
psn_dynamic,43.77
psn_dynamic,48.46
psn_dynamic,43.77
psn_dynamic,46.11
psn_dynamic,46.90
psn_dynamic,47.68
psn_dynamic,44.55
psn_dynamic,41.42
psn_dynamic,41.42
psn_dynamic,43.77
psn_dynamic,451.00
psn_dynamic,60.19
psn_dynamic,45.33
psn_dynamic,44.55
psn_dynamic,44.55
psn_dynamic,43.77
psn_dynamic,46.12
psn_dynamic,44.55
psn_dynamic,43.77
psn_dynamic,43.77
psn_dynamic,42.21
psn_dynamic,39.86
psn_dynamic,42.21
psn_dynamic,42.21
psn_dynamic,45.33
psn_dynamic,43.77
psn_dynamic,42.21
psn_dynamic,43.77
psn_dynamic,41.42
psn_dynamic,43.77
psn_dynamic,47.68
psn_dynamic,41.43
psn_dynamic,42.99
psn_dynamic,42.21
psn_dynamic,40.64
psn_dynamic,44.55
psn_dynamic,44.55
psn_dynamic,45.33
psn_dynamic,43.77
psn_dynamic,42.99
psn_dynamic,42.21
psn_dynamic,41.43
psn_dynamic,44.55
psn_dynamic,44.55
psn_dynamic,44.55
psn_dynamic,42.21
psn_dynamic,42.99
psn_dynamic,42.21
psn_dynamic,42.21
psn_dynamic,40.64
psn_dynamic,42.21
psn_dynamic,43.77
psn_dynamic,42.99
psn_dynamic,42.99
psn_dynamic,46.11
psn_dynamic,40.64
psn_dynamic,39.86
psn_dynamic,42.99
psn_dynamic,40.64
psn_dynamic,40.64
psn_dynamic,40.64
psn_dynamic,42.21
psn_dynamic,42.99
psn_dynamic,43.77
psn_dynamic,39.08
psn_dynamic,42.99
psn_dynamic,42.99
psn_dynamic,43.77
psn_dynamic,42.21
psn_dynamic,43.77
psn_dynamic,39.86
psn_dynamic,40.64
psn_dynamic,39.08
psn_dynamic,43.77
psn_dynamic,41.42
psn_dynamic,40.64
psn_dynamic,40.64
psn_dynamic,45.33
psn_dynamic,40.64
psn_dynamic,40.64
psn_dynamic,41.43
psn_dynamic,42.21
psn_dynamic,42.99
psn_dynamic,42.21
psn_dynamic,40.64
psn_dynamic,42.99
psn_dynamic,39.86
psn_dynamic,42.99
psn_dynamic,40.64
psn_dynamic,42.99
psn_dynamic,39.08
psn_dynamic,40.64
psn_dynamic,42.21
psn_dynamic,39.08
psn_dynamic,37.52
psn_dynamic,38.30
psn_dynamic,39.86
psn_dynamic,40.64
psn_dynamic,38.30
psn_dynamic,42.21
psn_dynamic,39.08
psn_dynamic,37.52
psn_dynamic,38.30
psn_dynamic,39.08
psn_dynamic,42.99
psn_dynamic,43.77
psn_dynamic,39.86
psn_dynamic,43.77
psn_dynamic,39.86
psn_dynamic,46.11
psn_dynamic,41.43
psn_dynamic,39.86
psn_dynamic,40.64
psn_dynamic,48.46
psn_dynamic,40.64
psn_dynamic,41.43
psn_dynamic,40.64
psn_dynamic,40.64
psn_dynamic,39.86
psn_dynamic,39.08
psn_dynamic,40.64
psn_dynamic,39.08
psn_dynamic,39.08
psn_dynamic,39.08
psn_dynamic,39.08
psn_dynamic,42.21
psn_dynamic,41.43
psn_dynamic,43.77
psn_dynamic,41.43
psn_dynamic,40.64
psn_dynamic,39.86
psn_dynamic,42.21
psn_dynamic,39.86
psn_dynamic,102.39
psn_dynamic,53.93
psn_dynamic,50.81
psn_dynamic,50.81
psn_dynamic,50.80
psn_dynamic,50.03
psn_dynamic,48.46
psn_dynamic,47.68
psn_dynamic,50.02
psn_dynamic,48.46
psn_dynamic,47.68
psn_dynamic,46.11
psn_dynamic,50.80
psn_dynamic,48.46
psn_dynamic,49.24
psn_dynamic,47.68
psn_dynamic,45.34
psn_dynamic,47.68
psn_dynamic,47.68
psn_dynamic,47.68
psn_dynamic,57.06
psn_dynamic,49.24
psn_dynamic,58.62
psn_dynamic,53.15
psn_dynamic,52.37
psn_dynamic,54.71
psn_dynamic,53.93
psn_dynamic,54.72
psn_dynamic,53.15
psn_dynamic,53.93
psn_dynamic,54.71
psn_dynamic,51.59
psn_dynamic,54.71
psn_dynamic,50.80
psn_dynamic,52.37
psn_dynamic,50.81
psn_dynamic,49.24
psn_dynamic,51.59
psn_dynamic,49.24
psn_dynamic,51.59
psn_dynamic,53.15
psn_dynamic,52.37
psn_dynamic,59.40
psn_dynamic,51.59
psn_dynamic,50.80
psn_dynamic,49.24
psn_dynamic,50.80
psn_dynamic,53.15
psn_dynamic,50.81
psn_dynamic,48.46
psn_dynamic,513.53
psn_dynamic,51.59
psn_dynamic,51.59
psn_dynamic,50.81
psn_dynamic,48.46
psn_dynamic,50.03
psn_dynamic,50.02
psn_dynamic,51.59
psn_dynamic,48.46
psn_dynamic,50.81
psn_dynamic,46.90
psn_dynamic,48.46
psn_dynamic,49.24
psn_dynamic,50.03
psn_dynamic,48.46
psn_dynamic,47.68
psn_dynamic,46.90
psn_dynamic,47.68
psn_dynamic,48.46
psn_dynamic,47.68
psn_dynamic,46.90
psn_dynamic,49.24
psn_dynamic,48.46
psn_dynamic,50.02
psn_dynamic,47.68
psn_dynamic,48.46
psn_dynamic,47.68
psn_dynamic,49.24
psn_dynamic,48.46
psn_dynamic,50.02
psn_dynamic,39.08
psn_dynamic,39.08
psn_dynamic,39.08
psn_dynamic,42.21
psn_dynamic,43.77
psn_dynamic,40.64
psn_dynamic,44.55
psn_dynamic,40.64
psn_dynamic,40.64
psn_dynamic,42.99
psn_dynamic,40.64
psn_dynamic,39.08
psn_dynamic,41.43
psn_dynamic,40.64
psn_dynamic,42.21
psn_dynamic,42.21
psn_dynamic,40.64
psn_dynamic,42.21
psn_dynamic,42.99
psn_dynamic,39.08
psn_dynamic,42.99
psn_dynamic,40.64
psn_dynamic,42.21
psn_dynamic,41.42
psn_dynamic,42.21
psn_dynamic,40.64
psn_dynamic,41.42
psn_dynamic,44.55
psn_dynamic,42.21
psn_dynamic,41.43
psn_dynamic,46.11
psn_dynamic,42.99
psn_dynamic,41.43
psn_dynamic,40.64
psn_dynamic,39.86
psn_dynamic,43.77
psn_dynamic,40.64
psn_dynamic,39.86
psn_dynamic,42.21
psn_dynamic,42.21
psn_dynamic,42.99
psn_dynamic,182.90
psn_dynamic,53.93
psn_dynamic,48.46
psn_dynamic,46.11
psn_dynamic,51.59
psn_dynamic,46.12
psn_dynamic,46.12
psn_dynamic,45.33
psn_dynamic,46.12
psn_dynamic,45.34
psn_dynamic,43.77
psn_dynamic,46.90
psn_dynamic,44.55
psn_dynamic,44.55
psn_dynamic,45.33
psn_dynamic,71.91
psn_dynamic,47.68
psn_tiered,75.82
psn_tiered,64.87
psn_tiered,62.53
psn_tiered,59.40
psn_tiered,60.97
psn_tiered,60.19
psn_tiered,60.97
psn_tiered,62.53
psn_tiered,57.84
psn_tiered,58.62
psn_tiered,59.40
psn_tiered,56.28
psn_tiered,54.72
psn_tiered,57.06
psn_tiered,57.84
psn_tiered,55.50
psn_tiered,56.28
psn_tiered,55.50
psn_tiered,56.28
psn_tiered,58.62
psn_tiered,56.28
psn_tiered,53.15
psn_tiered,53.93
psn_tiered,54.71
psn_tiered,50.81
psn_tiered,53.15
psn_tiered,51.59
psn_tiered,57.06
psn_tiered,53.15
psn_tiered,55.50
psn_tiered,51.59
psn_tiered,52.37
psn_tiered,51.59
psn_tiered,51.59
psn_tiered,54.71
psn_tiered,50.80
psn_tiered,47.68
psn_tiered,50.02
psn_tiered,53.93
psn_tiered,50.03
psn_tiered,46.90
psn_tiered,50.80
psn_tiered,50.02
psn_tiered,49.24
psn_tiered,47.68
psn_tiered,53.15
psn_tiered,50.02
psn_tiered,48.46
psn_tiered,49.24
psn_tiered,50.03
psn_tiered,50.02
psn_tiered,47.68
psn_tiered,48.46
psn_tiered,46.90
psn_tiered,49.24
psn_tiered,50.02
psn_tiered,48.46
psn_tiered,46.12
psn_tiered,49.24
psn_tiered,47.68
psn_tiered,46.90
psn_tiered,47.68
psn_tiered,47.68
psn_tiered,48.46
psn_tiered,50.02
psn_tiered,48.46
psn_tiered,50.02
psn_tiered,48.46
psn_tiered,48.46
psn_tiered,49.24
psn_tiered,48.46
psn_tiered,49.24
psn_tiered,47.68
psn_tiered,48.46
psn_tiered,48.46
psn_tiered,47.68
psn_tiered,48.46
psn_tiered,47.68
psn_tiered,47.68
psn_tiered,48.46
psn_tiered,41.43
psn_tiered,41.43
psn_tiered,39.86
psn_tiered,42.21
psn_tiered,43.77
psn_tiered,42.21
psn_tiered,42.99
psn_tiered,40.64
psn_tiered,42.99
psn_tiered,42.99
psn_tiered,39.86
psn_tiered,42.99
psn_tiered,42.99
psn_tiered,39.08
psn_tiered,43.77
psn_tiered,44.55
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,45.33
psn_tiered,43.77
psn_tiered,42.21
psn_tiered,43.77
psn_tiered,42.21
psn_tiered,40.64
psn_tiered,39.86
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,42.99
psn_tiered,41.43
psn_tiered,43.77
psn_tiered,44.55
psn_tiered,41.42
psn_tiered,41.42
psn_tiered,42.99
psn_tiered,39.08
psn_tiered,40.64
psn_tiered,44.55
psn_tiered,41.43
psn_tiered,44.55
psn_tiered,42.21
psn_tiered,44.55
psn_tiered,42.99
psn_tiered,41.42
psn_tiered,41.43
psn_tiered,42.21
psn_tiered,45.33
psn_tiered,39.86
psn_tiered,42.99
psn_tiered,44.55
psn_tiered,43.77
psn_tiered,42.99
psn_tiered,40.64
psn_tiered,44.55
psn_tiered,42.99
psn_tiered,46.12
psn_tiered,42.99
psn_tiered,42.99
psn_tiered,42.99
psn_tiered,42.21
psn_tiered,42.21
psn_tiered,41.43
psn_tiered,45.33
psn_tiered,42.99
psn_tiered,42.99
psn_tiered,42.21
psn_tiered,39.86
psn_tiered,41.43
psn_tiered,39.08
psn_tiered,42.21
psn_tiered,42.21
psn_tiered,42.99
psn_tiered,44.55
psn_tiered,41.43
psn_tiered,42.99
psn_tiered,40.64
psn_tiered,39.86
psn_tiered,42.99
psn_tiered,42.99
psn_tiered,40.64
psn_tiered,43.77
psn_tiered,42.21
psn_tiered,39.86
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,39.86
psn_tiered,59.40
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,41.43
psn_tiered,39.08
psn_tiered,41.43
psn_tiered,41.43
psn_tiered,41.43
psn_tiered,39.86
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,41.42
psn_tiered,39.08
psn_tiered,37.52
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,40.64
psn_tiered,41.43
psn_tiered,43.77
psn_tiered,39.86
psn_tiered,40.64
psn_tiered,39.86
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,40.64
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,39.86
psn_tiered,41.42
psn_tiered,39.08
psn_tiered,44.55
psn_tiered,42.21
psn_tiered,39.86
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,38.30
psn_tiered,39.86
psn_tiered,41.42
psn_tiered,40.64
psn_tiered,41.43
psn_tiered,41.43
psn_tiered,37.52
psn_tiered,39.86
psn_tiered,39.86
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,40.64
psn_tiered,38.30
psn_tiered,83.63
psn_tiered,50.02
psn_tiered,46.11
psn_tiered,46.12
psn_tiered,47.68
psn_tiered,44.55
psn_tiered,46.12
psn_tiered,47.68
psn_tiered,46.11
psn_tiered,43.77
psn_tiered,44.55
psn_tiered,44.55
psn_tiered,46.12
psn_tiered,44.55
psn_tiered,42.99
psn_tiered,42.99
psn_tiered,44.55
psn_tiered,44.55
psn_tiered,42.99
psn_tiered,42.21
psn_tiered,42.21
psn_tiered,41.42
psn_tiered,43.77
psn_tiered,42.21
psn_tiered,42.21
psn_tiered,42.99
psn_tiered,42.21
psn_tiered,42.21
psn_tiered,42.21
psn_tiered,42.21
psn_tiered,41.42
psn_tiered,44.55
psn_tiered,43.77
psn_tiered,41.42
psn_tiered,41.43
psn_tiered,43.77
psn_tiered,44.55
psn_tiered,40.64
psn_tiered,87.54
psn_tiered,41.43
psn_tiered,39.08
psn_tiered,39.86
psn_tiered,39.86
psn_tiered,41.42
psn_tiered,39.86
psn_tiered,41.43
psn_tiered,42.21
psn_tiered,42.99
psn_tiered,39.86
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,39.86
psn_tiered,39.08
psn_tiered,39.86
psn_tiered,39.86
psn_tiered,40.64
psn_tiered,39.08
psn_tiered,41.42
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,41.43
psn_tiered,42.21
psn_tiered,42.21
psn_tiered,39.86
psn_tiered,40.64
psn_tiered,42.21
psn_tiered,39.08
psn_tiered,40.64
psn_tiered,39.86
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,40.64
psn_tiered,39.86
psn_tiered,39.86
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,39.86
psn_tiered,37.52
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,41.43
psn_tiered,37.52
psn_tiered,39.86
psn_tiered,39.86
psn_tiered,37.52
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,36.74
psn_tiered,37.52
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,37.52
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,39.86
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,37.52
psn_tiered,38.30
psn_tiered,39.86
psn_tiered,39.08
psn_tiered,36.74
psn_tiered,37.52
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,39.86
psn_tiered,37.52
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,39.86
psn_tiered,39.86
psn_tiered,38.30
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,39.08
psn_tiered,39.86
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,40.64
psn_tiered,39.08
psn_tiered,37.52
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,39.86
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,37.52
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,41.43
psn_tiered,38.30
psn_tiered,39.08
psn_tiered,39.86
psn_tiered,39.86
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,40.64
psn_tiered,39.08
psn_tiered,38.30
psn_tiered,38.30
psn_tiered,40.64
psn_tiered,40.64
psn_tiered,39.86
psn_tiered,38.30
psn_tiered,41.43
