method,latency_ns
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,86.76
psn_tiered,99.27
psn_tiered,93.01
psn_tiered,86.76
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,93.79
psn_tiered,101.61
psn_tiered,465.07
psn_tiered,85.20
psn_tiered,93.01
psn_tiered,96.14
psn_tiered,103.17
psn_tiered,85.20
psn_tiered,96.14
psn_tiered,88.32
psn_tiered,93.01
psn_tiered,83.64
psn_tiered,83.63
psn_tiered,82.85
psn_tiered,87.54
psn_tiered,103.17
psn_tiered,96.92
psn_tiered,92.23
psn_tiered,96.14
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,86.76
psn_tiered,86.76
psn_tiered,84.42
psn_tiered,89.88
psn_tiered,85.98
psn_tiered,86.76
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,87.54
psn_tiered,85.98
psn_tiered,84.42
psn_tiered,85.20
psn_tiered,86.76
psn_tiered,85.98
psn_tiered,84.42
psn_tiered,86.76
psn_tiered,84.42
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,89.89
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,88.32
psn_tiered,103.18
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,91.45
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,85.98
psn_tiered,92.23
psn_tiered,86.76
psn_tiered,84.42
psn_tiered,89.11
psn_tiered,95.36
psn_tiered,92.23
psn_tiered,94.58
psn_tiered,90.67
psn_tiered,89.89
psn_tiered,87.54
psn_tiered,89.88
psn_tiered,89.11
psn_tiered,90.67
psn_tiered,87.54
psn_tiered,102.39
psn_tiered,89.10
psn_tiered,100.05
psn_tiered,96.14
psn_tiered,89.10
psn_tiered,85.98
psn_tiered,86.76
psn_tiered,102.39
psn_tiered,90.67
psn_tiered,85.98
psn_tiered,90.67
psn_tiered,85.98
psn_tiered,85.98
psn_tiered,94.58
psn_tiered,90.67
psn_tiered,85.98
psn_tiered,84.42
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,83.63
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,90.67
psn_tiered,88.32
psn_tiered,87.54
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,85.98
psn_tiered,90.67
psn_tiered,87.54
psn_tiered,84.42
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,85.98
psn_tiered,83.63
psn_tiered,85.98
psn_tiered,84.42
psn_tiered,87.54
psn_tiered,85.20
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,85.98
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,92.23
psn_tiered,85.20
psn_tiered,85.98
psn_tiered,89.89
psn_tiered,84.42
psn_tiered,85.20
psn_tiered,87.54
psn_tiered,85.98
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,85.20
psn_tiered,95.36
psn_tiered,89.10
psn_tiered,85.98
psn_tiered,84.42
psn_tiered,84.42
psn_tiered,85.98
psn_tiered,91.45
psn_tiered,93.79
psn_tiered,85.98
psn_tiered,89.88
psn_tiered,96.92
psn_tiered,85.98
psn_tiered,85.98
psn_tiered,93.79
psn_tiered,86.76
psn_tiered,89.89
psn_tiered,98.49
