# exp1b lookup/retrieve time cost (batch-amortized). payload=1024 reps=5 B=512 n_batches=32
# methods: fifo_bounded / chained_hash_bounded / balanced_tree_bounded / psn_dynblock(S0=payload) / psn_dynblock_adaptive(收敛后冻结) / ring_fixed(固定S=4096去弹性) / index_only(对照E)
# modes: gbn_long64(64) / gbn_short8(8) / sr_16(16) / sr_64(64); per-op = 一次 retrieve_range/retrieve_set(定位+memcpy+升序交付全过程)
# SR retrieve_set 按第 4B 升序契约交付; sort_impl=0 主(glibc qsort)/1 xval(内联插入排序)，只作用于 SR 排序路径(GBN 无排序故两遍一致)
#   fifo/hash/index_only 显式 sort_u32_asc; tree=tree_search_set(排序+k 次 O(log N) 查找, 主; tree_inorder=1 才退中序 O(N)); dynblock 位置映射扫槽
# N=缓存深度(工作集条数)=环长(所有方法同义); dynblock 环长=N(Φ=psn%N O(1)); index_only=Φ纯算术 len=0 无 memcpy
# p50=主指标 p90=次指标; p99 仅留痕(实机尾部干净, p99 备查)
# floor(空批,读钟/B): B=512 median=0.195 ns/op; B=32(xval) median=0.256 ns/op
# 第 35 条口径：pkts_per_op=K（每个操作固定 K 个重传报文；SR=K 个互异 PSN、GBN=K 个连续 PSN，K 在所有 N 下恒定）
# ring_bytes=dynblock 占用面积=N×stride(S)（stride=align16(S)，24B 头不计）；非 dynblock 方法=0（无环缓冲）
# main_metric=batch_p50_ns（每批固定 K 个报文的 retrieve 摊到单批的 p50，即「每批固定 K 个报文」口径）
method,sort_impl,mode,N,pkts_per_op,ring_bytes,payload,B,n_batches,reps,mean_ns,std_ns,p50_ns,p90_ns,p99_ns,main_metric
balanced_tree_bounded,1,sr_16,512,16,0,1024,512,32,5,516.695,20.423,511.605,523.079,629.410,batch_p50_ns
psn_dynblock,0,sr_16,512,16,524288,1024,512,32,5,265.127,7.540,263.390,267.354,305.664,batch_p50_ns
psn_dynblock,1,sr_16,512,16,524288,1024,512,32,5,271.681,23.551,264.313,278.637,395.077,batch_p50_ns
psn_dynblock_adaptive,0,sr_16,512,16,524288,1024,512,32,5,263.760,2.541,263.182,265.884,273.226,batch_p50_ns
psn_dynblock_adaptive,1,sr_16,512,16,524288,1024,512,32,5,263.286,2.807,262.891,265.284,272.537,batch_p50_ns
ring_fixed,0,sr_16,512,16,2097152,1024,512,32,5,280.383,12.316,276.397,291.438,349.979,batch_p50_ns
ring_fixed,1,sr_16,512,16,2097152,1024,512,32,5,273.367,2.826,272.371,278.139,283.186,batch_p50_ns
index_only,0,sr_16,512,16,0,1024,512,32,5,318.274,2.568,317.893,321.639,327.605,batch_p50_ns
index_only,1,sr_16,512,16,0,1024,512,32,5,165.127,2.128,164.874,167.671,171.180,batch_p50_ns
fifo_bounded,0,sr_64,512,64,0,1024,512,32,5,18342.445,102.182,18327.800,18438.613,18756.972,batch_p50_ns
fifo_bounded,1,sr_64,512,64,0,1024,512,32,5,17542.606,110.894,17515.629,17715.395,17840.424,batch_p50_ns
chained_hash_bounded,0,sr_64,512,64,0,1024,512,32,5,2703.810,21.413,2697.686,2723.358,2791.122,batch_p50_ns
chained_hash_bounded,1,sr_64,512,64,0,1024,512,32,5,1907.342,89.199,1868.439,2120.746,2141.437,batch_p50_ns
balanced_tree_bounded,0,sr_64,512,64,0,1024,512,32,5,3341.877,38.584,3330.401,3377.770,3542.470,batch_p50_ns
balanced_tree_bounded,1,sr_64,512,64,0,1024,512,32,5,2566.129,96.620,2516.048,2769.091,2802.642,batch_p50_ns
psn_dynblock,0,sr_64,512,64,524288,1024,512,32,5,1180.657,23.678,1173.679,1199.060,1317.778,batch_p50_ns
psn_dynblock,1,sr_64,512,64,524288,1024,512,32,5,1175.401,14.465,1170.900,1184.311,1243.799,batch_p50_ns
psn_dynblock_adaptive,0,sr_64,512,64,524288,1024,512,32,5,1184.956,46.264,1172.857,1206.580,1458.513,batch_p50_ns
psn_dynblock_adaptive,1,sr_64,512,64,524288,1024,512,32,5,1180.637,27.195,1172.425,1195.974,1323.132,batch_p50_ns
ring_fixed,0,sr_64,512,64,2097152,1024,512,32,5,1297.210,23.088,1288.548,1321.617,1398.156,batch_p50_ns
ring_fixed,1,sr_64,512,64,2097152,1024,512,32,5,1287.828,18.209,1281.175,1310.796,1376.699,batch_p50_ns
index_only,0,sr_64,512,64,0,1024,512,32,5,1753.512,16.510,1750.103,1762.414,1864.862,batch_p50_ns
index_only,1,sr_64,512,64,0,1024,512,32,5,956.031,49.588,945.937,956.601,1219.498,batch_p50_ns
fifo_bounded,0,gbn_long64,1024,64,0,1024,512,32,5,32907.089,767.404,32907.073,33935.075,34710.491,batch_p50_ns
fifo_bounded,1,gbn_long64,1024,64,0,1024,512,32,5,32944.731,767.585,32896.109,33957.198,34843.915,batch_p50_ns
chained_hash_bounded,0,gbn_long64,1024,64,0,1024,512,32,5,1066.783,14.119,1063.045,1077.752,1135.557,batch_p50_ns
chained_hash_bounded,1,gbn_long64,1024,64,0,1024,512,32,5,1065.499,12.653,1061.903,1073.254,1141.761,batch_p50_ns
balanced_tree_bounded,0,gbn_long64,1024,64,0,1024,512,32,5,1205.769,32.364,1194.600,1233.567,1367.826,batch_p50_ns
balanced_tree_bounded,1,gbn_long64,1024,64,0,1024,512,32,5,1200.569,27.313,1192.801,1223.360,1309.501,batch_p50_ns
psn_dynblock,0,gbn_long64,1024,64,1048576,1024,512,32,5,1039.551,30.879,1029.423,1067.562,1180.582,batch_p50_ns
psn_dynblock,1,gbn_long64,1024,64,1048576,1024,512,32,5,1037.181,22.073,1031.011,1048.799,1176.489,batch_p50_ns
psn_dynblock_adaptive,0,gbn_long64,1024,64,1048576,1024,512,32,5,1046.125,37.298,1036.372,1070.704,1265.473,batch_p50_ns
psn_dynblock_adaptive,1,gbn_long64,1024,64,1048576,1024,512,32,5,1037.994,24.950,1030.353,1056.499,1184.272,batch_p50_ns
ring_fixed,0,gbn_long64,1024,64,4194304,1024,512,32,5,1376.611,57.488,1357.966,1418.789,1603.651,batch_p50_ns
ring_fixed,1,gbn_long64,1024,64,4194304,1024,512,32,5,1388.599,78.742,1357.997,1558.355,1637.696,batch_p50_ns
index_only,0,gbn_long64,1024,64,0,1024,512,32,5,204.402,3.252,203.346,206.589,218.242,batch_p50_ns
index_only,1,gbn_long64,1024,64,0,1024,512,32,5,204.245,2.055,203.514,204.842,210.951,batch_p50_ns
fifo_bounded,0,gbn_short8,1024,8,0,1024,512,32,5,4144.339,118.643,4129.472,4285.036,4473.223,batch_p50_ns
fifo_bounded,1,gbn_short8,1024,8,0,1024,512,32,5,4139.881,117.879,4117.170,4287.397,4473.456,batch_p50_ns
chained_hash_bounded,0,gbn_short8,1024,8,0,1024,512,32,5,84.210,6.764,82.070,86.914,118.643,batch_p50_ns
chained_hash_bounded,1,gbn_short8,1024,8,0,1024,512,32,5,83.889,6.080,81.747,90.141,107.629,batch_p50_ns
balanced_tree_bounded,0,gbn_short8,1024,8,0,1024,512,32,5,161.778,4.537,160.780,163.879,194.866,batch_p50_ns
balanced_tree_bounded,1,gbn_short8,1024,8,0,1024,512,32,5,162.490,7.794,160.617,163.799,210.068,batch_p50_ns
psn_dynblock,0,gbn_short8,1024,8,1048576,1024,512,32,5,91.624,1.522,91.307,91.753,99.884,batch_p50_ns
psn_dynblock,1,gbn_short8,1024,8,1048576,1024,512,32,5,91.921,1.398,91.466,93.530,99.001,batch_p50_ns
psn_dynblock_adaptive,0,gbn_short8,1024,8,1048576,1024,512,32,5,92.841,2.787,91.529,97.084,102.330,batch_p50_ns
psn_dynblock_adaptive,1,gbn_short8,1024,8,1048576,1024,512,32,5,91.499,1.210,91.291,91.712,100.037,batch_p50_ns
ring_fixed,0,gbn_short8,1024,8,4194304,1024,512,32,5,139.174,3.022,138.673,141.358,153.499,batch_p50_ns
ring_fixed,1,gbn_short8,1024,8,4194304,1024,512,32,5,139.676,3.668,138.992,142.493,153.817,batch_p50_ns
index_only,0,gbn_short8,1024,8,0,1024,512,32,5,26.151,1.038,25.896,26.200,31.357,batch_p50_ns
index_only,1,gbn_short8,1024,8,0,1024,512,32,5,25.420,0.844,25.847,25.921,28.265,batch_p50_ns
fifo_bounded,0,sr_16,1024,16,0,1024,512,32,5,9161.950,98.080,9147.136,9305.168,9445.756,batch_p50_ns
fifo_bounded,1,sr_16,1024,16,0,1024,512,32,5,8993.803,89.287,8976.448,9106.144,9308.514,batch_p50_ns
chained_hash_bounded,0,sr_16,1024,16,0,1024,512,32,5,486.645,3.966,485.569,492.312,499.271,batch_p50_ns
chained_hash_bounded,1,sr_16,1024,16,0,1024,512,32,5,338.282,7.609,335.787,346.148,376.781,batch_p50_ns
balanced_tree_bounded,0,sr_16,1024,16,0,1024,512,32,5,787.707,21.853,784.353,799.131,916.451,batch_p50_ns
balanced_tree_bounded,1,sr_16,1024,16,0,1024,512,32,5,586.776,4.372,585.932,593.502,599.151,batch_p50_ns
psn_dynblock,0,sr_16,1024,16,1048576,1024,512,32,5,307.291,20.932,301.619,326.530,412.378,batch_p50_ns
psn_dynblock,1,sr_16,1024,16,1048576,1024,512,32,5,308.734,18.525,301.972,326.955,377.181,batch_p50_ns
psn_dynblock_adaptive,0,sr_16,1024,16,1048576,1024,512,32,5,308.855,24.462,301.799,327.827,418.113,batch_p50_ns
psn_dynblock_adaptive,1,sr_16,1024,16,1048576,1024,512,32,5,304.061,8.033,303.110,311.563,340.056,batch_p50_ns
ring_fixed,0,sr_16,1024,16,4194304,1024,512,32,5,355.855,14.875,351.856,364.774,435.078,batch_p50_ns
ring_fixed,1,sr_16,1024,16,4194304,1024,512,32,5,359.662,19.318,354.766,370.788,459.231,batch_p50_ns
index_only,0,sr_16,1024,16,0,1024,512,32,5,319.400,7.358,317.916,322.902,351.972,batch_p50_ns
index_only,1,sr_16,1024,16,0,1024,512,32,5,167.107,3.009,166.759,170.229,179.351,batch_p50_ns
fifo_bounded,0,sr_64,1024,64,0,1024,512,32,5,36860.275,191.553,36842.724,37110.366,37345.576,batch_p50_ns
fifo_bounded,1,sr_64,1024,64,0,1024,512,32,5,36075.187,207.658,36057.518,36275.602,37077.667,batch_p50_ns
chained_hash_bounded,0,sr_64,1024,64,0,1024,512,32,5,2740.574,53.304,2722.132,2787.618,3016.827,batch_p50_ns
chained_hash_bounded,1,sr_64,1024,64,0,1024,512,32,5,1903.822,46.275,1890.151,1934.241,2114.125,batch_p50_ns
balanced_tree_bounded,0,sr_64,1024,64,0,1024,512,32,5,3603.583,50.978,3589.484,3651.051,3835.480,batch_p50_ns
balanced_tree_bounded,1,sr_64,1024,64,0,1024,512,32,5,2765.580,49.692,2752.840,2788.801,3036.877,batch_p50_ns
psn_dynblock,0,sr_64,1024,64,1048576,1024,512,32,5,1217.824,46.487,1200.507,1271.697,1408.093,batch_p50_ns
psn_dynblock,1,sr_64,1024,64,1048576,1024,512,32,5,1215.055,42.579,1199.805,1252.827,1445.425,batch_p50_ns
psn_dynblock_adaptive,0,sr_64,1024,64,1048576,1024,512,32,5,1215.712,46.613,1198.013,1263.300,1456.940,batch_p50_ns
psn_dynblock_adaptive,1,sr_64,1024,64,1048576,1024,512,32,5,1203.815,49.104,1193.712,1212.197,1322.237,batch_p50_ns
ring_fixed,0,sr_64,1024,64,4194304,1024,512,32,5,1588.835,45.948,1571.702,1674.123,1743.365,batch_p50_ns
ring_fixed,1,sr_64,1024,64,4194304,1024,512,32,5,1616.897,64.123,1573.807,1706.949,1744.799,batch_p50_ns
index_only,0,sr_64,1024,64,0,1024,512,32,5,1756.755,17.871,1749.978,1776.185,1841.267,batch_p50_ns
index_only,1,sr_64,1024,64,0,1024,512,32,5,963.506,69.323,944.650,982.262,1220.015,batch_p50_ns
fifo_bounded,0,gbn_long64,2048,64,0,1024,512,32,5,65026.809,1140.337,64853.137,66485.836,67906.710,batch_p50_ns
fifo_bounded,1,gbn_long64,2048,64,0,1024,512,32,5,65015.705,1162.441,64861.910,66469.587,67785.494,batch_p50_ns
chained_hash_bounded,0,gbn_long64,2048,64,0,1024,512,32,5,1137.476,25.205,1130.244,1162.337,1236.956,batch_p50_ns
chained_hash_bounded,1,gbn_long64,2048,64,0,1024,512,32,5,1135.753,26.637,1128.074,1166.141,1261.099,batch_p50_ns
balanced_tree_bounded,0,gbn_long64,2048,64,0,1024,512,32,5,1331.969,40.821,1321.637,1367.959,1503.400,batch_p50_ns
balanced_tree_bounded,1,gbn_long64,2048,64,0,1024,512,32,5,1326.251,29.520,1318.057,1344.899,1482.577,batch_p50_ns
psn_dynblock,0,gbn_long64,2048,64,2097152,1024,512,32,5,1071.346,25.623,1061.264,1105.692,1167.868,batch_p50_ns
psn_dynblock,1,gbn_long64,2048,64,2097152,1024,512,32,5,1063.866,18.797,1058.408,1078.626,1142.129,batch_p50_ns
psn_dynblock_adaptive,0,gbn_long64,2048,64,2097152,1024,512,32,5,1071.698,39.187,1058.574,1104.680,1302.491,batch_p50_ns
psn_dynblock_adaptive,1,gbn_long64,2048,64,2097152,1024,512,32,5,1071.669,32.943,1059.714,1089.724,1218.792,batch_p50_ns
ring_fixed,0,gbn_long64,2048,64,8388608,1024,512,32,5,1561.919,108.733,1517.611,1793.235,1949.277,batch_p50_ns
ring_fixed,1,gbn_long64,2048,64,8388608,1024,512,32,5,1615.758,168.651,1519.215,1903.893,2027.745,batch_p50_ns
index_only,0,gbn_long64,2048,64,0,1024,512,32,5,204.316,1.547,203.519,205.819,210.917,batch_p50_ns
index_only,1,gbn_long64,2048,64,0,1024,512,32,5,204.488,2.655,204.592,205.300,212.023,batch_p50_ns
fifo_bounded,0,gbn_short8,2048,8,0,1024,512,32,5,8183.782,233.846,8202.884,8432.038,8668.275,batch_p50_ns
fifo_bounded,1,gbn_short8,2048,8,0,1024,512,32,5,8161.012,252.624,8188.687,8401.093,8703.406,batch_p50_ns
chained_hash_bounded,0,gbn_short8,2048,8,0,1024,512,32,5,95.202,4.661,94.179,97.333,112.941,batch_p50_ns
chained_hash_bounded,1,gbn_short8,2048,8,0,1024,512,32,5,97.522,10.586,93.979,109.050,145.766,batch_p50_ns
balanced_tree_bounded,0,gbn_short8,2048,8,0,1024,512,32,5,185.249,3.280,184.416,188.252,198.313,batch_p50_ns
balanced_tree_bounded,1,gbn_short8,2048,8,0,1024,512,32,5,184.835,2.750,184.516,187.946,194.857,batch_p50_ns
psn_dynblock,0,gbn_short8,2048,8,2097152,1024,512,32,5,103.645,7.597,101.115,111.615,130.803,batch_p50_ns
psn_dynblock,1,gbn_short8,2048,8,2097152,1024,512,32,5,98.272,1.939,97.709,99.948,108.020,batch_p50_ns
psn_dynblock_adaptive,0,gbn_short8,2048,8,2097152,1024,512,32,5,98.200,1.666,97.856,98.927,106.661,batch_p50_ns
psn_dynblock_adaptive,1,gbn_short8,2048,8,2097152,1024,512,32,5,97.985,1.928,97.381,99.139,106.977,batch_p50_ns
ring_fixed,0,gbn_short8,2048,8,8388608,1024,512,32,5,173.592,5.610,172.474,177.465,205.572,batch_p50_ns
ring_fixed,1,gbn_short8,2048,8,8388608,1024,512,32,5,180.130,12.333,175.347,192.188,235.522,batch_p50_ns
index_only,0,gbn_short8,2048,8,0,1024,512,32,5,25.321,0.879,25.839,25.910,28.125,batch_p50_ns
index_only,1,gbn_short8,2048,8,0,1024,512,32,5,25.916,0.249,25.878,25.912,27.352,batch_p50_ns
fifo_bounded,0,sr_16,2048,16,0,1024,512,32,5,17946.708,157.201,17920.330,18147.727,18456.129,batch_p50_ns
fifo_bounded,1,sr_16,2048,16,0,1024,512,32,5,17746.202,115.945,17733.508,17900.906,18100.899,batch_p50_ns
chained_hash_bounded,0,sr_16,2048,16,0,1024,512,32,5,528.535,12.779,526.318,542.499,592.046,batch_p50_ns
chained_hash_bounded,1,sr_16,2048,16,0,1024,512,32,5,375.978,21.359,370.777,387.813,520.189,batch_p50_ns
balanced_tree_bounded,0,sr_16,2048,16,0,1024,512,32,5,904.433,26.255,899.669,922.762,1034.486,batch_p50_ns
balanced_tree_bounded,1,sr_16,2048,16,0,1024,512,32,5,692.951,32.913,684.210,706.777,837.882,batch_p50_ns
psn_dynblock,0,sr_16,2048,16,2097152,1024,512,32,5,348.890,4.245,347.825,354.935,365.782,batch_p50_ns
psn_dynblock,1,sr_16,2048,16,2097152,1024,512,32,5,353.058,14.537,348.696,362.608,419.556,batch_p50_ns
psn_dynblock_adaptive,0,sr_16,2048,16,2097152,1024,512,32,5,348.351,3.299,347.618,353.217,359.179,batch_p50_ns
psn_dynblock_adaptive,1,sr_16,2048,16,2097152,1024,512,32,5,358.504,16.867,351.840,378.363,444.071,batch_p50_ns
ring_fixed,0,sr_16,2048,16,8388608,1024,512,32,5,422.155,19.596,416.437,429.303,533.280,batch_p50_ns
ring_fixed,1,sr_16,2048,16,8388608,1024,512,32,5,424.010,10.397,418.806,438.702,451.250,batch_p50_ns
index_only,0,sr_16,2048,16,0,1024,512,32,5,321.556,2.786,321.064,324.438,328.793,batch_p50_ns
index_only,1,sr_16,2048,16,0,1024,512,32,5,166.299,2.824,165.749,169.170,176.656,batch_p50_ns
fifo_bounded,0,sr_64,2048,64,0,1024,512,32,5,72218.498,308.385,72177.257,72574.663,73436.468,batch_p50_ns
fifo_bounded,1,sr_64,2048,64,0,1024,512,32,5,71382.144,270.913,71372.672,71682.451,71919.506,batch_p50_ns
chained_hash_bounded,0,sr_64,2048,64,0,1024,512,32,5,2914.317,70.469,2890.526,2960.790,3249.098,batch_p50_ns
chained_hash_bounded,1,sr_64,2048,64,0,1024,512,32,5,2077.539,55.970,2063.372,2110.664,2342.434,batch_p50_ns
balanced_tree_bounded,0,sr_64,2048,64,0,1024,512,32,5,4006.737,79.900,3984.540,4057.453,4373.473,batch_p50_ns
balanced_tree_bounded,1,sr_64,2048,64,0,1024,512,32,5,3147.398,67.041,3126.370,3205.499,3450.502,batch_p50_ns
psn_dynblock,0,sr_64,2048,64,2097152,1024,512,32,5,1321.423,47.718,1307.476,1347.044,1483.673,batch_p50_ns
psn_dynblock,1,sr_64,2048,64,2097152,1024,512,32,5,1324.982,39.613,1310.490,1367.219,1463.551,batch_p50_ns
psn_dynblock_adaptive,0,sr_64,2048,64,2097152,1024,512,32,5,1335.153,39.920,1321.066,1374.083,1523.514,batch_p50_ns
psn_dynblock_adaptive,1,sr_64,2048,64,2097152,1024,512,32,5,1312.850,27.661,1306.329,1329.672,1458.833,batch_p50_ns
ring_fixed,0,sr_64,2048,64,8388608,1024,512,32,5,1814.160,66.147,1785.831,1931.929,2070.001,batch_p50_ns
ring_fixed,1,sr_64,2048,64,8388608,1024,512,32,5,1834.625,88.698,1785.297,1992.289,2070.187,batch_p50_ns
index_only,0,sr_64,2048,64,0,1024,512,32,5,1775.958,13.989,1773.564,1784.696,1842.952,batch_p50_ns
index_only,1,sr_64,2048,64,0,1024,512,32,5,943.911,22.440,941.140,947.372,1039.100,batch_p50_ns
fifo_bounded,0,gbn_long64,4096,64,0,1024,512,32,5,129660.074,3176.383,129702.710,133687.033,136844.686,batch_p50_ns
fifo_bounded,1,gbn_long64,4096,64,0,1024,512,32,5,129700.703,3125.043,129710.949,133605.903,136690.908,batch_p50_ns
chained_hash_bounded,0,gbn_long64,4096,64,0,1024,512,32,5,1300.426,58.842,1264.565,1377.946,1477.178,batch_p50_ns
chained_hash_bounded,1,gbn_long64,4096,64,0,1024,512,32,5,1302.487,50.743,1273.064,1368.484,1436.650,batch_p50_ns
balanced_tree_bounded,0,gbn_long64,4096,64,0,1024,512,32,5,1575.343,47.818,1562.679,1599.696,1833.308,batch_p50_ns
balanced_tree_bounded,1,gbn_long64,4096,64,0,1024,512,32,5,1580.548,48.334,1567.534,1611.911,1890.041,batch_p50_ns
psn_dynblock,0,gbn_long64,4096,64,4194304,1024,512,32,5,1181.635,44.541,1164.602,1256.793,1416.318,batch_p50_ns
psn_dynblock,1,gbn_long64,4096,64,4194304,1024,512,32,5,1181.351,41.639,1162.530,1265.136,1290.874,batch_p50_ns
psn_dynblock_adaptive,0,gbn_long64,4096,64,4194304,1024,512,32,5,1183.357,49.477,1163.951,1266.964,1395.896,batch_p50_ns
psn_dynblock_adaptive,1,gbn_long64,4096,64,4194304,1024,512,32,5,1170.942,34.948,1161.557,1184.781,1340.551,batch_p50_ns
ring_fixed,0,gbn_long64,4096,64,16777216,1024,512,32,5,1745.908,163.741,1629.068,1976.622,2091.783,batch_p50_ns
ring_fixed,1,gbn_long64,4096,64,16777216,1024,512,32,5,1710.368,172.566,1619.398,2035.441,2221.403,batch_p50_ns
index_only,0,gbn_long64,4096,64,0,1024,512,32,5,203.953,1.754,203.361,204.694,212.321,batch_p50_ns
index_only,1,gbn_long64,4096,64,0,1024,512,32,5,204.235,1.814,203.360,205.499,212.629,batch_p50_ns
fifo_bounded,0,gbn_short8,4096,8,0,1024,512,32,5,16286.121,397.985,16213.419,16838.701,17444.424,batch_p50_ns
fifo_bounded,1,gbn_short8,4096,8,0,1024,512,32,5,16274.493,350.981,16270.296,16716.898,17152.032,batch_p50_ns
chained_hash_bounded,0,gbn_short8,4096,8,0,1024,512,32,5,122.898,4.611,122.190,123.972,135.318,batch_p50_ns
chained_hash_bounded,1,gbn_short8,4096,8,0,1024,512,32,5,122.613,2.345,122.328,124.140,132.462,batch_p50_ns
balanced_tree_bounded,0,gbn_short8,4096,8,0,1024,512,32,5,237.253,5.380,235.719,245.265,258.309,batch_p50_ns
balanced_tree_bounded,1,gbn_short8,4096,8,0,1024,512,32,5,236.179,5.003,234.419,242.441,252.729,batch_p50_ns
psn_dynblock,0,gbn_short8,4096,8,4194304,1024,512,32,5,121.956,13.553,118.444,128.196,169.993,batch_p50_ns
psn_dynblock,1,gbn_short8,4096,8,4194304,1024,512,32,5,116.487,3.149,115.194,121.123,129.114,batch_p50_ns
psn_dynblock_adaptive,0,gbn_short8,4096,8,4194304,1024,512,32,5,116.862,3.603,115.301,121.931,129.134,batch_p50_ns
psn_dynblock_adaptive,1,gbn_short8,4096,8,4194304,1024,512,32,5,115.528,2.247,115.048,116.261,126.834,batch_p50_ns
ring_fixed,0,gbn_short8,4096,8,16777216,1024,512,32,5,202.636,13.635,195.911,218.349,251.396,batch_p50_ns
ring_fixed,1,gbn_short8,4096,8,16777216,1024,512,32,5,197.279,6.531,194.357,205.954,216.173,batch_p50_ns
index_only,0,gbn_short8,4096,8,0,1024,512,32,5,25.105,0.749,24.655,25.925,27.753,batch_p50_ns
index_only,1,gbn_short8,4096,8,0,1024,512,32,5,25.951,0.369,25.907,25.947,27.427,batch_p50_ns
fifo_bounded,0,sr_16,4096,16,0,1024,512,32,5,35154.882,307.816,35104.785,35524.305,36011.048,batch_p50_ns
fifo_bounded,1,sr_16,4096,16,0,1024,512,32,5,34938.182,268.239,34894.473,35311.242,35574.318,batch_p50_ns
chained_hash_bounded,0,sr_16,4096,16,0,1024,512,32,5,608.838,22.928,602.071,622.779,726.623,batch_p50_ns
chained_hash_bounded,1,sr_16,4096,16,0,1024,512,32,5,444.126,6.125,442.487,452.275,465.745,batch_p50_ns
balanced_tree_bounded,0,sr_16,4096,16,0,1024,512,32,5,1083.735,25.911,1081.809,1107.892,1214.988,batch_p50_ns
balanced_tree_bounded,1,sr_16,4096,16,0,1024,512,32,5,839.699,24.625,832.961,856.282,944.641,batch_p50_ns
psn_dynblock,0,sr_16,4096,16,4194304,1024,512,32,5,402.449,27.531,395.668,413.854,566.829,batch_p50_ns
psn_dynblock,1,sr_16,4096,16,4194304,1024,512,32,5,395.268,8.048,392.749,405.541,421.115,batch_p50_ns
psn_dynblock_adaptive,0,sr_16,4096,16,4194304,1024,512,32,5,393.550,7.157,390.399,401.668,420.279,batch_p50_ns
psn_dynblock_adaptive,1,sr_16,4096,16,4194304,1024,512,32,5,400.440,19.411,396.104,414.466,511.274,batch_p50_ns
ring_fixed,0,sr_16,4096,16,16777216,1024,512,32,5,487.467,21.788,482.662,501.784,542.645,batch_p50_ns
ring_fixed,1,sr_16,4096,16,16777216,1024,512,32,5,495.213,36.048,484.720,518.839,639.923,batch_p50_ns
index_only,0,sr_16,4096,16,0,1024,512,32,5,318.543,2.680,317.942,321.674,328.312,batch_p50_ns
index_only,1,sr_16,4096,16,0,1024,512,32,5,170.082,8.761,169.168,172.577,218.446,batch_p50_ns
fifo_bounded,0,sr_64,4096,64,0,1024,512,32,5,141149.281,534.661,141087.990,141845.480,142183.274,batch_p50_ns
fifo_bounded,1,sr_64,4096,64,0,1024,512,32,5,140134.297,520.503,140130.687,140813.879,141479.622,batch_p50_ns
chained_hash_bounded,0,sr_64,4096,64,0,1024,512,32,5,3218.376,49.920,3196.900,3282.597,3415.419,batch_p50_ns
chained_hash_bounded,1,sr_64,4096,64,0,1024,512,32,5,2382.592,70.300,2351.425,2466.909,2661.706,batch_p50_ns
balanced_tree_bounded,0,sr_64,4096,64,0,1024,512,32,5,4655.827,80.271,4633.517,4732.956,4991.449,batch_p50_ns
balanced_tree_bounded,1,sr_64,4096,64,0,1024,512,32,5,3790.920,106.645,3743.415,3972.335,4123.765,batch_p50_ns
psn_dynblock,0,sr_64,4096,64,4194304,1024,512,32,5,1608.952,46.931,1584.868,1674.133,1769.104,batch_p50_ns
psn_dynblock,1,sr_64,4096,64,4194304,1024,512,32,5,1620.178,57.808,1584.705,1696.302,1816.260,batch_p50_ns
psn_dynblock_adaptive,0,sr_64,4096,64,4194304,1024,512,32,5,1609.562,52.111,1584.703,1688.996,1829.132,batch_p50_ns
psn_dynblock_adaptive,1,sr_64,4096,64,4194304,1024,512,32,5,1602.190,49.203,1582.912,1687.461,1815.727,batch_p50_ns
ring_fixed,0,sr_64,4096,64,16777216,1024,512,32,5,2037.901,94.478,1990.424,2158.870,2503.785,batch_p50_ns
ring_fixed,1,sr_64,4096,64,16777216,1024,512,32,5,2031.835,91.241,1987.051,2186.166,2344.151,batch_p50_ns
index_only,0,sr_64,4096,64,0,1024,512,32,5,1752.692,18.092,1748.352,1766.561,1878.009,batch_p50_ns
index_only,1,sr_64,4096,64,0,1024,512,32,5,943.025,10.074,942.805,949.790,975.633,batch_p50_ns
fifo_bounded,0,gbn_long64,5120,64,0,1024,512,32,5,162324.037,3367.183,162226.609,166719.088,169471.226,batch_p50_ns
fifo_bounded,1,gbn_long64,5120,64,0,1024,512,32,5,162278.943,3302.290,162344.593,166490.255,169699.729,batch_p50_ns
chained_hash_bounded,0,gbn_long64,5120,64,0,1024,512,32,5,1404.192,33.003,1393.798,1439.810,1536.900,batch_p50_ns
chained_hash_bounded,1,gbn_long64,5120,64,0,1024,512,32,5,1397.971,28.790,1389.573,1434.921,1523.830,batch_p50_ns
balanced_tree_bounded,0,gbn_long64,5120,64,0,1024,512,32,5,1653.653,50.896,1638.047,1692.899,1949.742,batch_p50_ns
balanced_tree_bounded,1,gbn_long64,5120,64,0,1024,512,32,5,1653.070,40.287,1640.178,1696.074,1847.036,batch_p50_ns
psn_dynblock,0,gbn_long64,5120,64,5242880,1024,512,32,5,1205.332,53.290,1185.290,1300.823,1442.466,batch_p50_ns
psn_dynblock,1,gbn_long64,5120,64,5242880,1024,512,32,5,1209.249,54.341,1186.814,1319.099,1368.352,batch_p50_ns
psn_dynblock_adaptive,0,gbn_long64,5120,64,5242880,1024,512,32,5,1200.334,47.269,1186.212,1238.744,1369.116,batch_p50_ns
psn_dynblock_adaptive,1,gbn_long64,5120,64,5242880,1024,512,32,5,1205.221,49.483,1186.959,1282.990,1374.499,batch_p50_ns
ring_fixed,0,gbn_long64,5120,64,20971520,1024,512,32,5,1725.962,125.155,1675.590,1915.308,2167.352,batch_p50_ns
ring_fixed,1,gbn_long64,5120,64,20971520,1024,512,32,5,1830.715,196.006,1689.446,2101.067,2220.814,batch_p50_ns
