# 注意：check_ns/resize_ns/drain_ns 是单次事件计时（各一对 rdtsc），含 ~2*clock_floor_ns 读钟底噪；只能读作「<= 底噪+未知」，不可读作「很小」
epoch,check_ns,resize_ns,drain_ns,moved_pkts,clock_floor_ns
0,8000,0,0,0,4583.262
1,9100,0,0,0,4299.243
2,9601,0,0,0,4456.586
3,9601,0,0,0,4297.485
4,8800,0,0,0,4365.364
5,40104,27903,0,0,4472.409
6,8800,0,0,0,7774.267
7,9401,0,0,0,10067.901
8,8300,0,0,0,5492.257
9,9001,0,0,0,5922.972
10,8500,0,0,0,10562.392
11,10301,0,0,0,8174.705
12,9701,0,0,0,4666.963
13,8801,0,0,0,4737.187
14,9701,0,0,0,8203.518
15,8801,0,0,0,8929.386
16,8300,0,0,2048,4398.669
17,8801,0,0,0,4515.187
18,9801,0,0,0,6410.139
19,10301,0,0,0,9334.707
20,8801,0,0,0,23416.856
21,10501,0,0,0,5445.279
22,13801,0,0,0,4678.683
23,8401,0,0,0,5736.915
24,8801,0,0,0,4843.547
25,42605,28703,0,0,5696.481
26,9001,0,0,0,6319.016
27,9401,0,0,0,4842.570
28,8700,0,0,0,5048.356
29,8700,0,0,0,12888.745
