n_store,n_lookup,n_resize,n_drain,n_evict,n_drop,n_ovf_ins,n_ooo_drop,nak_n,hit,miss,bytes_retrans
434176,3324526,17,8190,410424,19656,8200,0,8422,8366,393,15905792
