# 注意：check_ns/resize_ns/drain_ns 是单次事件计时（各一对 rdtsc），含 ~2*clock_floor_ns 读钟底噪；只能读作「<= 底噪+未知」，不可读作「很小」
epoch,check_ns,resize_ns,drain_ns,moved_pkts,clock_floor_ns
0,276,0,0,0,4.751
1,94,0,0,0,4.750
2,3095,2926,0,0,4.753
3,45,0,0,0,4.866
4,32,0,0,0,4.739
5,8,0,0,0,4.872
6,9,0,0,0,4.863
7,43,0,0,0,4.737
8,11,0,0,0,4.735
9,22,0,0,0,4.747
10,316,0,0,819,4.749
11,47,0,0,0,4.743
12,65,0,0,0,4.735
13,16,0,0,0,4.744
14,14,0,0,0,4.739
15,15,0,0,0,4.740
16,14,0,0,0,4.857
17,15,0,0,0,4.741
18,708,0,0,819,4.740
19,53,0,0,0,4.756
20,30,0,0,0,4.752
21,100,0,0,0,4.736
22,50,0,0,0,4.862
23,16,0,0,0,4.756
24,16,0,0,0,4.745
25,31,0,0,0,4.869
26,660,0,0,819,4.934
27,720,0,0,0,4.815
28,112,0,0,0,4.852
29,240,0,0,0,4.738
30,68,0,0,0,4.856
31,14,0,0,0,4.743
32,17,0,0,0,4.752
33,8,0,0,0,4.755
34,1026,0,0,819,4.818
35,131,0,0,0,4.743
36,60,0,0,0,4.754
37,42,0,0,0,4.753
38,27,0,0,0,4.758
39,8,0,0,0,4.860
40,27,0,0,0,4.735
41,32,0,0,0,4.751
42,19284,18161,0,0,4.869
43,107,0,0,0,4.756
44,929,0,0,819,4.811
45,45,0,0,0,4.753
46,2862,2836,0,0,4.752
47,55,0,0,0,4.866
48,404,0,0,819,4.747
49,211,0,0,0,4.740
50,1621,1602,0,0,5.228
51,36,0,0,0,4.853
52,671,0,0,819,4.756
53,45,0,0,0,4.739
54,1421,1395,0,0,4.740
55,48,0,0,0,4.861
56,1486,0,0,819,4.931
57,30,0,0,0,4.872
58,2095,2056,0,0,5.170
59,35,0,0,0,4.864
60,2229,0,0,819,4.940
61,66,0,0,0,4.741
62,2096,2068,0,0,4.741
63,34,0,0,0,4.751
64,2920,0,0,819,4.750
65,31,0,0,0,4.746
66,1706,1683,0,0,4.869
67,150,0,0,0,4.877
68,1219,0,0,819,4.739
69,76,0,0,0,4.747
70,13671,13656,0,0,4.968
71,114,0,0,0,4.754
72,1567,0,0,819,4.748
73,44,0,0,0,4.744
74,3085,2716,0,0,4.866
75,65,0,0,0,4.752
76,585,0,0,819,4.872
77,60,0,0,0,4.757
78,1700,1634,0,0,4.747
79,117,0,0,0,4.747
80,538,0,0,819,4.744
81,51,0,0,0,4.740
82,1436,1396,0,0,4.872
83,67,0,0,0,4.755
84,352,0,0,819,4.754
85,56,0,0,0,4.749
86,1397,1350,0,0,4.745
87,48,0,0,0,4.752
88,745,0,0,819,4.757
89,142,0,0,0,4.750
90,3489,3444,0,0,4.875
91,27,0,0,0,4.744
92,473,0,0,819,4.757
93,65,0,0,0,4.756
94,2211,2167,0,0,4.873
95,33,0,0,0,4.753
96,436,0,0,819,4.873
97,52,0,0,0,4.756
98,1435,1340,0,0,4.748
99,18,0,0,0,4.743
100,536,0,0,819,4.755
101,68,0,0,0,4.741
102,1597,1490,0,0,4.860
103,17,0,0,0,4.870
104,498,0,0,819,4.870
105,38,0,0,0,4.870
