n_store,n_lookup,n_resize,n_drain,n_evict,n_drop,n_ovf_ins,n_ooo_drop,nak_n,hit,miss,bytes_retrans
434176,3482167,37,16380,430080,0,16400,0,8422,8759,0,17515520
