# 注意：check_ns/resize_ns/drain_ns 是单次事件计时（各一对 rdtsc），含 ~2*clock_floor_ns 读钟底噪；只能读作「<= 底噪+未知」，不可读作「很小」
epoch,check_ns,resize_ns,drain_ns,moved_pkts,clock_floor_ns
0,9401,0,0,0,4813.703
1,8401,0,0,0,4815.169
2,9301,0,0,0,15728.703
3,9201,0,0,0,10342.649
4,8801,0,0,0,51700.062
5,44906,30204,0,0,19185.564
6,9501,0,0,0,7222.850
7,8601,0,0,0,12826.124
8,7901,0,0,0,21733.404
9,8201,0,0,0,6358.562
10,15402,0,0,0,8812.246
11,9801,0,0,0,4273.291
12,7701,0,0,0,4194.178
13,7901,0,0,0,4285.988
14,7101,0,0,0,4154.426
15,7401,0,0,0,4306.108
16,8201,0,0,2048,4241.353
17,10501,0,0,0,4615.725
18,10201,0,0,0,4447.536
19,9901,0,0,0,4374.673
20,15202,0,0,0,4458.475
21,8801,0,0,0,4470.293
22,8701,0,0,0,4363.148
23,9701,0,0,0,4935.206
24,10001,0,0,0,4307.085
25,42606,30004,0,0,4254.343
26,14902,0,0,0,4453.689
27,7701,0,0,0,4427.318
28,9401,0,0,0,4432.495
29,9201,0,0,0,4623.831
