latency_ns
53.930
53.928
53.148
51.584
50.804
52.367
52.367
55.493
53.150
50.804
50.804
52.367
55.493
50.804
52.367
54.711
53.150
57.837
62.529
54.713
54.711
54.711
52.367
52.365
52.367
50.802
50.021
51.587
50.802
50.804
51.584
52.367
52.367
50.021
50.804
51.584
50.021
52.367
52.367
51.584
51.587
50.802
50.024
51.584
50.804
51.584
53.930
54.711
53.930
53.148
55.493
53.930
54.711
53.150
54.711
52.367
55.493
433.001
56.276
54.713
53.148
54.711
54.711
54.711
55.493
54.711
50.024
52.367
53.930
51.587
51.584
50.804
50.804
50.021
52.367
51.584
50.021
50.021
50.804
52.365
52.367
50.804
50.804
50.804
50.804
50.804
50.021
52.367
50.021
50.804
50.802
50.804
51.587
50.802
50.804
50.021
51.584
50.804
50.804
50.021
50.021
52.367
51.584
50.804
51.584
51.587
50.804
50.802
51.587
50.804
50.804
50.024
50.804
50.021
51.584
50.021
51.584
52.367
51.584
50.804
50.804
51.584
50.804
52.367
50.021
50.021
52.367
51.582
51.584
51.587
50.804
50.804
50.804
50.804
51.584
50.804
50.021
50.804
51.587
50.802
50.804
51.587
51.584
51.584
366.566
53.930
52.367
51.587
52.367
51.584
51.584
50.024
52.367
50.021
52.367
51.584
50.802
50.804
50.804
51.584
52.367
103.952
52.365
51.587
51.587
50.021
52.367
51.584
51.587
50.024
52.367
52.367
52.367
51.584
51.584
52.367
52.365
52.367
51.584
52.367
50.804
50.802
50.804
51.587
50.021
50.804
51.584
50.021
51.587
50.804
50.804
49.241
51.584
50.804
51.584
51.584
51.587
50.802
50.804
50.804
