latency_ns
30.481
28.921
29.701
29.701
30.481
29.701
30.481
30.481
31.262
30.481
29.701
29.701
30.484
30.484
30.484
34.391
33.610
30.481
31.262
32.045
32.047
51.584
30.484
32.827
29.699
29.701
32.047
29.701
34.388
32.827
31.264
29.699
32.045
32.827
34.391
32.045
32.045
31.264
29.701
28.918
33.608
28.921
30.481
28.921
29.701
28.918
30.481
28.918
29.699
32.045
28.918
28.918
28.918
28.918
30.481
32.047
29.701
31.264
30.481
30.481
30.481
30.481
29.701
29.701
30.484
31.264
32.045
76.596
29.701
30.481
29.699
30.481
31.262
29.701
29.701
30.481
30.484
30.484
30.481
31.264
30.481
30.481
30.481
29.701
30.484
30.484
29.701
30.481
29.701
30.481
30.481
30.481
31.264
38.297
31.264
29.701
30.481
30.481
30.481
30.481
30.484
29.701
29.701
30.481
30.484
29.701
30.481
30.481
28.918
28.918
29.701
28.918
29.699
28.918
28.918
29.701
29.699
28.918
28.918
28.918
28.918
28.918
29.699
28.918
28.918
28.918
28.918
28.918
28.921
28.921
29.701
29.701
28.921
29.701
29.701
28.921
28.138
29.701
29.701
29.701
29.699
29.699
30.481
30.481
342.337
31.264
30.481
30.484
31.264
30.481
30.481
29.699
30.481
30.481
30.484
29.701
30.481
30.481
29.699
29.701
30.481
30.481
29.701
30.484
30.484
29.701
29.701
30.481
30.481
30.481
28.918
30.481
29.699
28.918
28.918
28.918
29.699
29.699
28.918
28.918
28.918
28.918
28.918
28.918
28.918
28.918
28.918
29.701
28.918
29.699
29.701
29.701
29.699
28.918
29.699
30.481
28.918
28.136
29.699
28.918
