latency_ns
50.804
50.804
49.241
50.804
50.021
50.804
49.241
52.367
51.587
51.584
48.458
50.804
49.241
50.021
49.241
50.802
50.804
52.367
50.804
49.239
49.241
49.241
49.241
50.802
50.804
51.584
50.802
50.024
49.241
50.021
49.241
49.241
49.241
50.021
49.241
50.021
50.021
50.802
49.239
50.021
50.804
50.802
49.241
50.021
50.804
380.636
51.584
50.024
49.241
50.021
50.021
51.584
51.587
50.021
50.021
50.804
50.804
50.804
50.021
50.021
50.024
50.804
50.804
50.802
50.024
63.309
56.276
53.930
53.930
185.237
89.884
53.148
51.587
52.367
52.367
52.367
53.148
53.148
52.367
53.930
51.584
50.804
52.367
53.930
146.158
93.793
93.793
55.493
54.711
53.930
53.930
61.743
55.493
56.274
53.930
66.435
51.584
49.241
49.241
49.241
50.804
51.587
52.367
50.021
50.804
52.367
51.587
54.711
51.584
51.587
51.584
55.493
55.493
57.837
57.057
56.274
57.057
64.875
57.837
60.183
59.402
504.128
55.493
57.839
60.185
171.953
58.620
174.296
244.637
53.150
54.711
53.930
51.584
53.930
51.584
53.930
56.274
53.150
53.148
53.148
53.930
53.148
52.367
53.148
50.804
52.367
53.148
51.584
52.365
228.224
60.183
60.966
57.057
58.620
56.274
61.746
59.400
57.839
57.057
55.493
57.057
57.057
66.435
54.713
54.711
54.711
53.930
55.491
55.493
54.713
54.711
56.274
53.150
56.274
54.711
54.713
54.711
54.711
53.148
52.367
51.587
52.367
51.584
52.367
51.584
53.148
52.367
53.148
56.274
53.928
51.584
53.930
53.930
51.584
60.183
60.183
60.966
60.966
57.057
60.966
