latency_ns
31.264
28.921
28.918
28.921
28.921
28.921
29.701
28.921
29.701
30.484
493.969
75.816
71.907
71.124
71.124
70.344
71.124
73.470
71.905
71.907
71.907
70.341
71.124
71.907
71.124
71.124
71.124
71.907
69.561
69.561
69.561
69.561
71.124
71.127
70.344
72.687
71.124
71.907
71.124
72.687
70.344
72.687
70.344
71.907
72.687
72.687
71.907
72.687
71.127
71.907
72.690
71.124
73.470
72.685
72.687
71.127
71.127
71.907
72.687
71.907
70.344
71.905
71.907
71.124
71.905
71.124
71.127
71.124
71.124
71.907
71.124
72.687
71.907
71.127
74.251
69.564
71.907
70.344
71.127
71.907
70.341
69.561
71.124
70.344
71.124
69.561
70.344
71.124
71.124
70.344
72.687
71.124
71.124
70.344
70.344
71.127
70.341
69.561
70.344
880.077
71.124
69.561
71.905
72.690
71.124
464.268
84.412
29.701
29.699
29.699
30.481
29.699
28.918
29.701
29.701
29.701
28.918
29.701
31.264
29.701
29.701
29.701
29.701
30.481
29.701
29.699
29.701
29.699
29.699
28.918
29.701
29.699
29.699
28.918
29.699
29.701
28.918
29.701
29.701
29.701
29.701
28.918
29.701
30.481
28.918
29.701
29.701
29.701
29.701
29.701
29.699
29.701
30.481
29.701
29.701
28.918
33.610
30.484
30.484
30.481
31.264
30.484
30.481
30.484
30.481
31.264
30.481
31.264
28.921
30.481
29.701
28.921
29.701
32.045
31.262
32.047
29.701
30.484
30.481
30.481
30.481
30.481
30.484
29.701
30.481
31.264
30.484
30.481
30.481
30.481
31.264
31.264
29.701
30.481
31.262
31.264
30.481
30.481
32.047
31.262
